ID	NAME	EQUATION	EC-NUMBER	GENE ASSOCIATION	LOWER BOUND	UPPER BOUND	OBJECTIVE	COMPARTMENT	MIRIAM	SUBSYSTEM
R00588	L-Serine:glyoxylate aminotransferase	Glyoxylate[s] + L-Serine[s] <=> Glycine[s] + Hydroxypyruvate[s]	ec-code/2.6.1.45	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-3.121-mRNA-1_1	-1000	1000			kegg.reaction/R00588;kegg.pathway/rn00260;kegg.pathway/rn00630;kegg.pathway/rn00680;kegg.module/M00346;kegg.orthology/K00830;rhea/19128	Glycine, serine and threonine metabolism;Glyoxylate and dicarboxylate metabolism;Methane metabolism
R00597	S-adenosyl-L-methionine:tRNA guanine N1-methyltransferase;	S-Adenosyl-L-methionine[s] + tRNA guanine[s] <=> S-Adenosyl-L-homocysteine[s] + tRNA containing N1-methylguanine[s]	ec-code/2.1.1.228	augustus_masked-NODE_8_length_386848_cov_31.3559_ID_15-processed-gene-2.19-mRNA-1_1	-1000	1000			kegg.reaction/R00597;kegg.orthology/K15429;rhea/36902	
R00602	methanol:hydrogen-peroxide oxidoreductase	Hydrogen peroxide[s] + Methanol[s] <=> 2 H2O[s] + Formaldehyde[s]	ec-code/1.11.1.6;ec-code/1.11.1.7;ec-code/1.11.1.21	maker-NODE_3_length_533584_cov_27.3585_ID_5-snap-gene-4.56-mRNA-1_1 or augustus_masked-NODE_13_length_316427_cov_31.537_ID_25-processed-gene-1.29-mRNA-1_1 or augustus_masked-NODE_15_length_308614_cov_31.3159_ID_29-processed-gene-2.32-mRNA-1_1 or maker-NODE_27_length_218879_cov_27.44_ID_53-augustus-gene-0.77-mRNA-1_1 or augustus_masked-NODE_4_length_497818_cov_28.3057_ID_7-processed-gene-1.10-mRNA-1_1	-1000	1000			kegg.reaction/R00602;kegg.orthology/K03781;kegg.orthology/K11188;rhea/30694	
R00610	sarcosine:oxygen oxidoreductase (demethylating)	H2O[s] + Oxygen[s] + Sarcosine[s] <=> Hydrogen peroxide[s] + Glycine[s] + Formaldehyde[s]	ec-code/1.5.3.1	augustus_masked-NODE_38_length_115891_cov_36.554_ID_75-processed-gene-0.18-mRNA-1_1 or augustus_masked-NODE_38_length_115891_cov_36.554_ID_75-processed-gene-0.0-mRNA-1_1	-1000	1000			kegg.reaction/R00610;kegg.pathway/rn00260;kegg.orthology/K00306;rhea/13316	Glycine, serine and threonine metabolism
R00619	ATP:thiamine diphosphotransferase	ATP[s] + Thiamine[s] <=> AMP[s] + Thiamin diphosphate[s]	ec-code/2.7.6.2	augustus_masked-NODE_44_length_99337_cov_31.1569_ID_87-processed-gene-0.50-mRNA-1_1	-1000	1000			kegg.reaction/R00619;kegg.pathway/rn00730;kegg.orthology/K00949;rhea/11579	Thiamine metabolism
R00621		2-Oxoglutarate[s] + Thiamin diphosphate[s] => CO2[s] + 3-Carboxy-1-hydroxypropyl-ThPP[s]	ec-code/1.2.4.2	maker-NODE_13_length_316427_cov_31.537_ID_25-augustus-gene-1.4-mRNA-1_1	0	1000			kegg.reaction/R00621;kegg.pathway/rn00020;kegg.module/M00009;kegg.orthology/K00164	Citrate cycle (TCA cycle)
R00644	L-ascorbate:hydrogen-peroxide oxidoreductase	Hydrogen peroxide[s] + Ascorbate[s] => 2 H2O[s] + Dehydroascorbate[s]	ec-code/1.11.1.11	augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-3.12-mRNA-1_1 or augustus_masked-NODE_11_length_349578_cov_28.2102_ID_21-processed-gene-0.111-mRNA-1_1 or snap_masked-NODE_24_length_234863_cov_28.0511_ID_47-processed-gene-1.153-mRNA-1_1	0	1000			kegg.reaction/R00644;kegg.pathway/rn00480;kegg.orthology/K00434;rhea/22999	Glutathione metabolism
R00658	2-phospho-D-glycerate hydro-lyase (phosphoenolpyruvate-forming)	2-Phospho-D-glycerate[s] <=> H2O[s] + Phosphoenolpyruvate[s]	ec-code/4.2.1.11	augustus_masked-NODE_37_length_124811_cov_26.8911_ID_73-processed-gene-0.111-mRNA-1_1	-1000	1000			kegg.reaction/R00658;kegg.pathway/rn00010;kegg.pathway/rn00680;kegg.module/M00001;kegg.orthology/K01689;rhea/10167	Glycolysis / Gluconeogenesis;Methane metabolism
R00662	Uridine triphosphate pyrophosphohydrolase	H2O[s] + UTP[s] <=> Diphosphate[s] + UMP[s]	ec-code/3.6.1.8;ec-code/3.6.1.9	augustus_masked-NODE_32_length_166735_cov_34.256_ID_63-processed-gene-0.34-mRNA-1_1	-1000	1000			kegg.reaction/R00662;kegg.pathway/rn00240;kegg.orthology/K01513;rhea/29398	Pyrimidine metabolism
R00667	L-Ornithine:2-oxo-acid aminotransferase	2-Oxoglutarate[s] + L-Ornithine[s] <=> L-Glutamate[s] + L-Glutamate 5-semialdehyde[s]	ec-code/2.6.1.13	augustus_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-3.128-mRNA-1_1	-1000	1000			kegg.reaction/R00667;kegg.pathway/rn00330;kegg.orthology/K00819;rhea/25163	Arginine and proline metabolism
R00669	N2-Acetyl-L-ornithine amidohydrolase	H2O[s] + N-Acetylornithine[s] <=> Acetate[s] + L-Ornithine[s]	ec-code/3.5.1.14;ec-code/3.5.1.16	augustus_masked-NODE_5_length_492506_cov_27.4869_ID_9-processed-gene-1.23-mRNA-1_1	-1000	1000			kegg.reaction/R00669;kegg.pathway/rn00220;kegg.module/M00028;kegg.orthology/K01438;rhea/15944	Arginine biosynthesis
R00670	L-ornithine carboxy-lyase (putrescine-forming)	L-Ornithine[s] <=> CO2[s] + Putrescine[s]	ec-code/4.1.1.17	augustus_masked-NODE_4_length_497818_cov_28.3057_ID_7-processed-gene-2.94-mRNA-1_1	-1000	1000			kegg.reaction/R00670;kegg.pathway/rn00330;kegg.pathway/rn00480;kegg.module/M00134;kegg.orthology/K01581;rhea/22967	Arginine and proline metabolism;Glutathione metabolism
R00678	L-tryptophan:oxygen 2,3-oxidoreductase (decyclizing)	Oxygen[s] + L-Tryptophan[s] <=> L-Formylkynurenine[s]	ec-code/1.13.11.11;ec-code/1.13.11.52	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-8.142-mRNA-1_1	-1000	1000			kegg.reaction/R00678;kegg.pathway/rn00380;kegg.module/M00038;kegg.orthology/K00463;rhea/24539	Tryptophan metabolism
R00691	L-arogenate hydro-lyase (decarboxylating; L-phenylalanine-forming)	L-Arogenate[s] => H2O[s] + CO2[s] + L-Phenylalanine[s]	ec-code/4.2.1.51;ec-code/4.2.1.91	augustus_masked-NODE_20_length_270141_cov_27.5218_ID_39-processed-gene-1.25-mRNA-1_1	0	1000			kegg.reaction/R00691;kegg.pathway/rn00400;kegg.orthology/K04518;rhea/12539	Phenylalanine, tyrosine and tryptophan biosynthesis
R00694	L-Phenylalanine:2-oxoglutarate aminotransferase	2-Oxoglutarate[s] + L-Phenylalanine[s] <=> L-Glutamate[s] + Phenylpyruvate[s]	ec-code/2.6.1.1;ec-code/2.6.1.5;ec-code/2.6.1.9;ec-code/2.6.1.57	maker-NODE_24_length_234863_cov_28.0511_ID_47-augustus-gene-1.190-mRNA-1_1 or augustus_masked-NODE_9_length_374175_cov_27.2202_ID_17-processed-gene-2.27-mRNA-1_1 or maker-NODE_36_length_129941_cov_28.2018_ID_71-augustus-gene-0.135-mRNA-1_1 or augustus_masked-NODE_12_length_347462_cov_28.1594_ID_23-processed-gene-1.33-mRNA-1_1 or maker-NODE_19_length_271016_cov_27.2153_ID_37-snap-gene-1.9-mRNA-1_1 or augustus_masked-NODE_7_length_420504_cov_27.1491_ID_13-processed-gene-3.12-mRNA-1_1	-1000	1000			kegg.reaction/R00694;kegg.pathway/rn00360;kegg.pathway/rn00400;kegg.pathway/rn00960;kegg.module/M00024;kegg.orthology/K00811;kegg.orthology/K00817;kegg.orthology/K00838;kegg.orthology/K14454;kegg.orthology/K14455;rhea/25155	Phenylalanine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Tropane, piperidine and pyridine alkaloid biosynthesis
R00702	farnesyl-diphosphate:farnesyl-diphosphate farnesyltransferase	2 trans,trans-Farnesyl diphosphate[s] <=> Diphosphate[s] + Presqualene diphosphate[s]	ec-code/2.5.1.21;ec-code/2.5.1.96;ec-code/2.5.1.103	augustus_masked-NODE_16_length_303609_cov_28.553_ID_31-processed-gene-2.152-mRNA-1_1	-1000	1000			kegg.reaction/R00702;kegg.pathway/rn00100;kegg.pathway/rn00906;kegg.pathway/rn00909;kegg.orthology/K00801;rhea/22675	Steroid biosynthesis;Carotenoid biosynthesis;Sesquiterpenoid and triterpenoid biosynthesis
R00704	(R)-Lactate:NAD+ oxidoreductase	NAD+[s] + (R)-Lactate[s] <=> NADH[s] + Pyruvate[s] + H+[s]	ec-code/1.1.1.28	augustus_masked-NODE_48_length_83947_cov_29.2314_ID_95-processed-gene-0.16-mRNA-1_1	-1000	1000			kegg.reaction/R00704;kegg.pathway/rn00620;kegg.orthology/K03778;rhea/16372	Pyruvate metabolism
R00705	3-Oxopropanoate:NAD+ oxidoreductase (decarboxylating, CoA-acetylating)	NAD+[s] + CoA[s] + 3-Oxopropanoate[s] <=> NADH[s] + CO2[s] + Acetyl-CoA[s] + H+[s]	ec-code/1.2.1.18;ec-code/1.2.1.27	augustus_masked-NODE_5_length_492506_cov_27.4869_ID_9-processed-gene-3.200-mRNA-1_1	-1000	1000			kegg.reaction/R00705;kegg.pathway/rn00410;kegg.pathway/rn00562;kegg.pathway/rn00640;kegg.module/M00013;kegg.orthology/K00140;rhea/22995	beta-Alanine metabolism;Inositol phosphate metabolism;Propanoate metabolism
R00706	3-Oxopropanoate:NADP+ oxidoreductase (decarboxylating, CoA-acetylating)	NADP+[s] + CoA[s] + 3-Oxopropanoate[s] <=> NADPH[s] + CO2[s] + Acetyl-CoA[s] + H+[s]	ec-code/1.2.1.18	augustus_masked-NODE_5_length_492506_cov_27.4869_ID_9-processed-gene-3.200-mRNA-1_1	-1000	1000			kegg.reaction/R00706;kegg.pathway/rn00410;kegg.pathway/rn00562;kegg.pathway/rn00640;kegg.module/M00013;kegg.orthology/K00140;rhea/22991	beta-Alanine metabolism;Inositol phosphate metabolism;Propanoate metabolism
R00707	(S)-1-pyrroline-5-carboxylate:NAD+ oxidoreductase	2 H2O[s] + NAD+[s] + (S)-1-Pyrroline-5-carboxylate[s] <=> NADH[s] + L-Glutamate[s] + H+[s]	ec-code/1.2.1.88	augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-10.11-mRNA-1_1	-1000	1000			kegg.reaction/R00707;kegg.pathway/rn00250;kegg.pathway/rn00330;kegg.orthology/K00294;rhea/24893	Alanine, aspartate and glutamate metabolism;Arginine and proline metabolism
R00708	(S)-1-pyrroline-5-carboxylate:NADP+ oxidoreductase	2 H2O[s] + NADP+[s] + (S)-1-Pyrroline-5-carboxylate[s] <=> NADPH[s] + L-Glutamate[s] + H+[s]	ec-code/1.2.1.88	augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-10.11-mRNA-1_1	-1000	1000			kegg.reaction/R00708;kegg.pathway/rn00250;kegg.pathway/rn00330;kegg.orthology/K00294;rhea/24885	Alanine, aspartate and glutamate metabolism;Arginine and proline metabolism
R00709	isocitrate:NAD+ oxidoreductase (decarboxylating)	NAD+[s] + Isocitrate[s] <=> NADH[s] + CO2[s] + 2-Oxoglutarate[s] + H+[s]	ec-code/1.1.1.41;ec-code/1.1.1.286	augustus_masked-NODE_25_length_227728_cov_27.0207_ID_49-processed-gene-1.16-mRNA-1_1 or augustus_masked-NODE_11_length_349578_cov_28.2102_ID_21-processed-gene-0.99-mRNA-1_1	-1000	1000			kegg.reaction/R00709;kegg.pathway/rn00020;kegg.module/M00009;kegg.orthology/K00030;rhea/23635	Citrate cycle (TCA cycle)
R00710	Acetaldehyde:NAD+ oxidoreductase	H2O[s] + NAD+[s] + Acetaldehyde[s] <=> NADH[s] + Acetate[s] + H+[s]	ec-code/1.2.1.3;ec-code/1.2.1.5	augustus_masked-NODE_8_length_386848_cov_31.3559_ID_15-processed-gene-2.33-mRNA-1_1 or augustus_masked-NODE_8_length_386848_cov_31.3559_ID_15-processed-gene-1.36-mRNA-1_1 or augustus_masked-NODE_38_length_115891_cov_36.554_ID_75-processed-gene-0.7-mRNA-1_1 or augustus_masked-NODE_28_length_204468_cov_32.9351_ID_55-processed-gene-0.108-mRNA-1_1 or augustus_masked-NODE_11_length_349578_cov_28.2102_ID_21-processed-gene-2.54-mRNA-1_1 or augustus_masked-NODE_4_length_497818_cov_28.3057_ID_7-processed-gene-1.9-mRNA-1_1 or augustus_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-4.22-mRNA-1_1	-1000	1000			kegg.reaction/R00710;kegg.pathway/rn00010;kegg.pathway/rn00620;kegg.orthology/K00128;kegg.orthology/K00149;rhea/25297	Glycolysis / Gluconeogenesis;Pyruvate metabolism
R00711	Acetaldehyde:NADP+ oxidoreductase	H2O[s] + NADP+[s] + Acetaldehyde[s] <=> NADPH[s] + Acetate[s] + H+[s]	ec-code/1.2.1.4;ec-code/1.2.1.5;ec-code/1.2.1.-	augustus_masked-NODE_25_length_227728_cov_27.0207_ID_49-processed-gene-0.29-mRNA-1_1 or augustus_masked-NODE_11_length_349578_cov_28.2102_ID_21-processed-gene-2.54-mRNA-1_1 or augustus_masked-NODE_4_length_497818_cov_28.3057_ID_7-processed-gene-1.9-mRNA-1_1 or augustus_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-4.22-mRNA-1_1	-1000	1000			kegg.reaction/R00711;kegg.pathway/rn00010;kegg.pathway/rn00620;kegg.orthology/K00129;rhea/25301	Glycolysis / Gluconeogenesis;Pyruvate metabolism
R00713	succinate-semialdehyde:NAD+ oxidoreductase	H2O[s] + NAD+[s] + Succinate semialdehyde[s] <=> NADH[s] + Succinate[s] + H+[s]	ec-code/1.2.1.16;ec-code/1.2.1.24	augustus_masked-NODE_8_length_386848_cov_31.3559_ID_15-processed-gene-1.36-mRNA-1_1 or augustus_masked-NODE_29_length_203005_cov_28.2568_ID_57-processed-gene-1.120-mRNA-1_1 or augustus_masked-NODE_38_length_115891_cov_36.554_ID_75-processed-gene-0.7-mRNA-1_1 or augustus_masked-NODE_28_length_204468_cov_32.9351_ID_55-processed-gene-0.108-mRNA-1_1 or augustus_masked-NODE_11_length_349578_cov_28.2102_ID_21-processed-gene-2.54-mRNA-1_1 or augustus_masked-NODE_4_length_497818_cov_28.3057_ID_7-processed-gene-1.9-mRNA-1_1 or augustus_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-4.22-mRNA-1_1	-1000	1000			kegg.reaction/R00713;kegg.pathway/rn00250;kegg.pathway/rn00350;kegg.pathway/rn00650;kegg.pathway/rn00760;kegg.module/M00027;kegg.orthology/K00135;kegg.orthology/K00139;kegg.orthology/K17761;rhea/13220	Alanine, aspartate and glutamate metabolism;Tyrosine metabolism;Butanoate metabolism;Nicotinate and nicotinamide metabolism
R00714	succinate-semialdehyde:NADP+ oxidoreductase	H2O[s] + NADP+[s] + Succinate semialdehyde[s] <=> NADPH[s] + Succinate[s] + H+[s]	ec-code/1.2.1.16;ec-code/1.2.1.79	augustus_masked-NODE_8_length_386848_cov_31.3559_ID_15-processed-gene-1.36-mRNA-1_1 or augustus_masked-NODE_29_length_203005_cov_28.2568_ID_57-processed-gene-1.120-mRNA-1_1 or augustus_masked-NODE_38_length_115891_cov_36.554_ID_75-processed-gene-0.7-mRNA-1_1 or augustus_masked-NODE_28_length_204468_cov_32.9351_ID_55-processed-gene-0.108-mRNA-1_1 or augustus_masked-NODE_11_length_349578_cov_28.2102_ID_21-processed-gene-2.54-mRNA-1_1 or augustus_masked-NODE_4_length_497818_cov_28.3057_ID_7-processed-gene-1.9-mRNA-1_1 or augustus_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-4.22-mRNA-1_1	-1000	1000			kegg.reaction/R00714;kegg.pathway/rn00250;kegg.pathway/rn00350;kegg.pathway/rn00650;kegg.pathway/rn00760;kegg.module/M00027;kegg.orthology/K00135;rhea/13216	Alanine, aspartate and glutamate metabolism;Tyrosine metabolism;Butanoate metabolism;Nicotinate and nicotinamide metabolism
R00715	N6-(L-1,3-Dicarboxypropyl)-L-lysine:NAD+ oxidoreductase (L-lysine-forming)	H2O[s] + NAD+[s] + N6-(L-1,3-Dicarboxypropyl)-L-lysine[s] <=> NADH[s] + 2-Oxoglutarate[s] + L-Lysine[s] + H+[s]	ec-code/1.5.1.7	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-12.11-mRNA-1_1	-1000	1000			kegg.reaction/R00715;kegg.pathway/rn00300;kegg.pathway/rn00310;kegg.module/M00030;kegg.orthology/K00290;rhea/12443	Lysine biosynthesis;Lysine degradation
R00717	Glycolate:NAD+ oxidoreductase	NAD+[s] + Glycolate[s] <=> NADH[s] + Glyoxylate[s] + H+[s]	ec-code/1.1.1.26;ec-code/1.1.1.29	augustus_masked-NODE_25_length_227728_cov_27.0207_ID_49-processed-gene-1.2-mRNA-1_1 or augustus_masked-NODE_9_length_374175_cov_27.2202_ID_17-processed-gene-2.70-mRNA-1_1 or augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-14.12-mRNA-1_1 or augustus_masked-NODE_28_length_204468_cov_32.9351_ID_55-processed-gene-1.10-mRNA-1_1	-1000	1000			kegg.reaction/R00717;kegg.pathway/rn00630;kegg.orthology/K00015;kegg.orthology/K00018;rhea/18232	Glyoxylate and dicarboxylate metabolism
R00719	ITP phosphohydrolase	Orthophosphate[s] + IDP[s] => H2O[s] + ITP[s]	ec-code/3.6.1.5	augustus_masked-NODE_14_length_313792_cov_28.8988_ID_27-processed-gene-2.118-mRNA-1_1 or augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-13.100-mRNA-1_1 or augustus_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-1.118-mRNA-1_1 or maker-NODE_1_length_1866239_cov_27.8708_ID_1-snap-gene-8.124-mRNA-1_1	0	1000			kegg.reaction/R00719;kegg.pathway/rn00230;kegg.orthology/K01510;kegg.orthology/K14641;kegg.orthology/K14642;rhea/28333	Purine metabolism
R00720	Inosine 5'-triphosphate pyrophosphohydrolase	H2O[s] + ITP[s] => Diphosphate[s] + IMP[s]	ec-code/3.6.1.8;ec-code/3.6.1.66;ec-code/3.6.1.-	augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-7.137-mRNA-1_1	0	1000			kegg.reaction/R00720;kegg.pathway/rn00230;kegg.orthology/K01519;rhea/29402	Purine metabolism
R00722	ATP:IDP phosphotransferase	ATP[s] + IDP[s] <=> ADP[s] + ITP[s]	ec-code/2.7.4.6	augustus_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-2.123-mRNA-1_1	-1000	1000			kegg.reaction/R00722;kegg.pathway/rn00230;kegg.orthology/K00940;rhea/30350	Purine metabolism
R00727	Succinate:CoA ligase (IDP-forming)	CoA[s] + Succinate[s] + ITP[s] <=> Orthophosphate[s] + Succinyl-CoA[s] + IDP[s]	ec-code/6.2.1.4	augustus_masked-NODE_44_length_99337_cov_31.1569_ID_87-processed-gene-0.23-mRNA-1_1 or augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-4.33-mRNA-1_1	-1000	1000			kegg.reaction/R00727;kegg.pathway/rn00020;kegg.module/M00009;kegg.orthology/K01899;kegg.orthology/K01900	Citrate cycle (TCA cycle)
R00734	L-tyrosine:2-oxoglutarate aminotransferase	2-Oxoglutarate[s] + L-Tyrosine[s] <=> L-Glutamate[s] + 3-(4-Hydroxyphenyl)pyruvate[s]	ec-code/2.6.1.1;ec-code/2.6.1.5;ec-code/2.6.1.9;ec-code/2.6.1.57	maker-NODE_24_length_234863_cov_28.0511_ID_47-augustus-gene-1.190-mRNA-1_1 or augustus_masked-NODE_9_length_374175_cov_27.2202_ID_17-processed-gene-2.27-mRNA-1_1 or maker-NODE_36_length_129941_cov_28.2018_ID_71-augustus-gene-0.135-mRNA-1_1 or augustus_masked-NODE_12_length_347462_cov_28.1594_ID_23-processed-gene-1.33-mRNA-1_1 or maker-NODE_19_length_271016_cov_27.2153_ID_37-snap-gene-1.9-mRNA-1_1 or augustus_masked-NODE_7_length_420504_cov_27.1491_ID_13-processed-gene-3.12-mRNA-1_1	-1000	1000			kegg.reaction/R00734;kegg.pathway/rn00130;kegg.pathway/rn00350;kegg.pathway/rn00400;kegg.pathway/rn00401;kegg.pathway/rn00950;kegg.module/M00025;kegg.orthology/K00811;kegg.orthology/K00817;kegg.orthology/K00838;kegg.orthology/K14454;kegg.orthology/K14455;rhea/15096	Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Isoquinoline alkaloid biosynthesis
R00742	acetyl-CoA:carbon-dioxide ligase (ADP-forming)	ATP[s] + Acetyl-CoA[s] + HCO3-[s] <=> ADP[s] + Orthophosphate[s] + Malonyl-CoA[s]	ec-code/6.4.1.2	augustus_masked-NODE_14_length_313792_cov_28.8988_ID_27-processed-gene-2.162-mRNA-1_1	-1000	1000			kegg.reaction/R00742;kegg.pathway/rn00061;kegg.pathway/rn00254;kegg.pathway/rn00620;kegg.pathway/rn00640;kegg.pathway/rn00720;kegg.module/M00082;kegg.orthology/K01946;kegg.orthology/K11262;rhea/11311	Fatty acid biosynthesis;Aflatoxin biosynthesis;Pyruvate metabolism;Propanoate metabolism;Carbon fixation pathways in prokaryotes
R00746	Ethanol:NADP+ oxidoreductase	NADP+[s] + Ethanol[s] <=> NADPH[s] + H+[s] + Acetaldehyde[s]	ec-code/1.1.1.2;ec-code/1.1.1.71	maker-NODE_40_length_112643_cov_36.2668_ID_79-snap-gene-0.85-mRNA-1_1 or augustus_masked-NODE_22_length_248937_cov_28.0058_ID_43-processed-gene-1.195-mRNA-1_1	-1000	1000			kegg.reaction/R00746;kegg.pathway/rn00010;kegg.orthology/K00002	Glycolysis / Gluconeogenesis
R00751	L-threonine acetaldehyde-lyase (glycine-forming)	L-Threonine[s] <=> Glycine[s] + Acetaldehyde[s]	ec-code/4.1.2.5;ec-code/4.1.2.48	augustus_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-1.134-mRNA-1_1 or maker-NODE_48_length_83947_cov_29.2314_ID_95-snap-gene-0.118-mRNA-1_1	-1000	1000			kegg.reaction/R00751;kegg.pathway/rn00260;kegg.orthology/K01620;rhea/19628	Glycine, serine and threonine metabolism
R00754	ethanol:NAD+ oxidoreductase	NAD+[s] + Ethanol[s] <=> NADH[s] + H+[s] + Acetaldehyde[s]	ec-code/1.1.1.1;ec-code/1.1.1.71	augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-11.284-mRNA-1_1 or augustus_masked-NODE_31_length_167482_cov_25.969_ID_61-processed-gene-0.7-mRNA-1_1 or augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-1.20-mRNA-1_1 or augustus_masked-NODE_18_length_280325_cov_26.708_ID_35-processed-gene-1.19-mRNA-1_1 or augustus_masked-NODE_8_length_386848_cov_31.3559_ID_15-processed-gene-2.77-mRNA-1_1	-1000	1000			kegg.reaction/R00754;kegg.pathway/rn00010;kegg.orthology/K00001;kegg.orthology/K00121;kegg.orthology/K13953;rhea/25293	Glycolysis / Gluconeogenesis
R00755		Thiamin diphosphate[s] + Acetaldehyde[s] <=> 2-(alpha-Hydroxyethyl)thiamine diphosphate[s]	ec-code/4.1.1.1	augustus_masked-NODE_14_length_313792_cov_28.8988_ID_27-processed-gene-2.129-mRNA-1_1 or augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-9.155-mRNA-1_1	-1000	1000			kegg.reaction/R00755;kegg.pathway/rn00010;kegg.orthology/K01568	Glycolysis / Gluconeogenesis
R00756	ATP:D-fructose-6-phosphate 1-phosphotransferase	ATP[s] + D-Fructose 6-phosphate[s] <=> ADP[s] + D-Fructose 1,6-bisphosphate[s]	ec-code/2.7.1.11	augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-5.124-mRNA-1_1	-1000	1000			kegg.reaction/R00756;kegg.pathway/rn00680;kegg.module/M00345;kegg.orthology/K00850;rhea/16112	Methane metabolism
R00760	ATP:D-fructose 6-phosphotransferase	ATP[s] + D-Fructose[s] => ADP[s] + D-Fructose 6-phosphate[s]	ec-code/2.7.1.1;ec-code/2.7.1.4	augustus_masked-NODE_24_length_234863_cov_28.0511_ID_47-processed-gene-0.6-mRNA-1_1 or augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-6.20-mRNA-1_1 or augustus_masked-NODE_5_length_492506_cov_27.4869_ID_9-processed-gene-0.16-mRNA-1_1	0	1000			kegg.reaction/R00760;kegg.pathway/rn00500;kegg.orthology/K00844;rhea/16128	Starch and sucrose metabolism
R00762	D-Fructose-1,6-bisphosphate 1-phosphohydrolase	H2O[s] + D-Fructose 1,6-bisphosphate[s] <=> Orthophosphate[s] + D-Fructose 6-phosphate[s]	ec-code/3.1.3.11	maker-NODE_39_length_115279_cov_26.1524_ID_77-augustus-gene-0.50-mRNA-1_1	-1000	1000			kegg.reaction/R00762;kegg.pathway/rn00680;kegg.pathway/rn00710;kegg.module/M00165;kegg.orthology/K03841;rhea/11067	Methane metabolism;Carbon fixation in photosynthetic organisms
R00765	D-glucosamine-6-phosphate aminohydrolase (ketol isomerizing);	H2O[s] + D-Glucosamine 6-phosphate[s] => Ammonia[s] + D-Fructose 6-phosphate[s]	ec-code/3.5.99.6	augustus_masked-NODE_57_length_29285_cov_28.5233_ID_113-processed-gene-0.5-mRNA-1_1	0	1000			kegg.reaction/R00765;kegg.pathway/rn00520;kegg.orthology/K02564;rhea/12175	Amino sugar and nucleotide sugar metabolism
R00768	L-glutamine:D-fructose-6-phosphate isomerase (deaminating);	L-Glutamine[s] + D-Fructose 6-phosphate[s] <=> L-Glutamate[s] + D-Glucosamine 6-phosphate[s]	ec-code/2.6.1.16	augustus_masked-NODE_17_length_297273_cov_27.7333_ID_33-processed-gene-0.35-mRNA-1_1	-1000	1000			kegg.reaction/R00768;kegg.pathway/rn00250;kegg.pathway/rn00520;kegg.orthology/K00820;rhea/13240	Alanine, aspartate and glutamate metabolism;Amino sugar and nucleotide sugar metabolism
