"rxn"	"query"	"formula"	"description"	"ko"	"pathway"	"pathway_name0"
"rn:R09303"	"YER001W;YGL257C;YIL014W"	"GDP-D-mannose + G10843 <=> GDP + G11055"	"NONE"	"K05538"	"path:map00513;path:map00514;path:map01100"	"sce00513  Various types of N-glycan biosynthesis;sce00514  Other types of O-glycan biosynthesis;sce01100  Metabolic pathways"
"rn:R01819"	"YER003C"	" D-Mannose 6-phosphate <=> beta-D-Fructose 6-phosphate"	"D-mannose-6-phosphate aldose-ketose-isomerase"	"K01809"	"path:map00051;path:map00520;path:map01100;path:map01110;path:map01130"	"sce00051  Fructose and mannose metabolism;sce00520  Amino sugar and nucleotide sugar metabolism;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics"
"rn:R00122"	"YER005W"	" ADP + H2O <=> AMP + Orthophosphate"	"ADP phosphohydrolase"	"K14642"	"path:map00230;path:map00240"	"sce00230  Purine metabolism;sce00240  Pyrimidine metabolism"
"rn:R00155"	"YER005W"	" UDP + H2O <=> UMP + Orthophosphate"	"UDP phosphohydrolase"	"K14642"	"path:map00230;path:map00240"	"sce00230  Purine metabolism;sce00240  Pyrimidine metabolism"
"rn:R00159"	"YER005W"	" UTP + H2O <=> UDP + Orthophosphate"	"UTP phosphohydrolase"	"K14642"	"path:map00230;path:map00240"	"sce00230  Purine metabolism;sce00240  Pyrimidine metabolism"
"rn:R00328"	"YER005W;YEL042W"	" GDP + H2O <=> GMP + Orthophosphate"	"GDP phosphohydrolase"	"K14642"	"path:map00230;path:map00240"	"sce00230  Purine metabolism;sce00240  Pyrimidine metabolism"
"rn:R00335"	"YER005W;YLL001W;YPR088C"	" GTP + H2O <=> GDP + Orthophosphate"	"GTP phosphohydrolase"	"K14642"	"path:map00230;path:map00240"	"sce00230  Purine metabolism;sce00240  Pyrimidine metabolism"
"rn:R00514"	"YER005W"	" CDP + H2O <=> CMP + Orthophosphate"	"CDP phosphohydrolase"	"K14642"	"path:map00230;path:map00240"	"sce00230  Purine metabolism;sce00240  Pyrimidine metabolism"
"rn:R00569"	"YER005W"	" CTP + H2O <=> CDP + Orthophosphate"	"CTP phosphohydrolase"	"K14642"	"path:map00230;path:map00240"	"sce00230  Purine metabolism;sce00240  Pyrimidine metabolism"
"rn:R00719"	"YER005W"	" ITP + H2O <=> IDP + Orthophosphate"	"ITP phosphohydrolase"	"K14642"	"path:map00230;path:map00240"	"sce00230  Purine metabolism;sce00240  Pyrimidine metabolism"
"rn:R00961"	"YER005W"	" IDP + H2O <=> IMP + Orthophosphate"	"IDP phosphohydrolase; inosine diphosphate phosphatase"	"K14642"	"path:map00230;path:map00240"	"sce00230  Purine metabolism;sce00240  Pyrimidine metabolism"
"rn:R02092"	"YER005W"	" dTDP + H2O <=> dTMP + Orthophosphate"	"dTDP phosphohydrolase"	"K14642"	"path:map00230;path:map00240"	"sce00230  Purine metabolism;sce00240  Pyrimidine metabolism"
"rn:R02095"	"YER005W"	" dTTP + H2O <=> dTDP + Orthophosphate"	"dTTP nucleotidohydrolase"	"K14642"	"path:map00230;path:map00240"	"sce00230  Purine metabolism;sce00240  Pyrimidine metabolism"
"rn:R03222"	"YER014W"	" Protoporphyrinogen IX + 3 Oxygen <=> Protoporphyrin + 3 Hydrogen peroxide"	"protoporphyrinogen-IX:oxygen oxidoreductase"	"K00231"	"path:map00860;path:map01100;path:map01110"	"sce00860  Porphyrin and chlorophyll metabolism;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites"
"rn:R04178"	"YER014W"	" Coproporphyrinogen III + 3 Oxygen <=> Coproporphyrin III + 3 Hydrogen peroxide"	"coproporphyrinogen-III:oxygen oxidoreductase (coproporphyrin-forming)"	"K00231"	"path:map00860;path:map01100;path:map01110"	"sce00860  Porphyrin and chlorophyll metabolism;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites"
"rn:R01280"	"YER015W;YIL009W;YMR246W;YOR317W"	" ATP + Hexadecanoic acid + CoA <=> AMP + Palmitoyl-CoA + Diphosphate"	"Palmitate:CoA ligase (AMP-forming)"	"K01897"	"path:map00061;path:map00071;path:map01100;path:map01212;path:map02024;path:map03320;path:map04146;path:map04216;path:map04714;path:map04920"	"sce00061  Fatty acid biosynthesis;sce00071  Fatty acid degradation;sce01100  Metabolic pathways;sce01212  Fatty acid metabolism;sce02024  Quorum sensing;sce03320  PPAR signaling pathway;sce04146  Peroxisome;sce04216  Ferroptosis;sce04714  NA;sce04920  Adipocytokine signaling pathway"
"rn:R02541"	"YER019W"	" Sphingomyelin + H2O <=> N-Acylsphingosine + Choline phosphate"	"Sphingomyelin cholinephosphohydrolase"	"K12351"	"path:map00600;path:map01100;path:map04071"	"sce00600  Sphingolipid metabolism;sce01100  Metabolic pathways;sce04071  Sphingolipid signaling pathway"
"rn:R01248"	"YER023W"	" L-Proline + NAD+ <=> (S)-1-Pyrroline-5-carboxylate + NADH + H+"	"L-Proline:NAD+ 5-oxidoreductase"	"K00286"	"path:map00330;path:map01100;path:map01110;path:map01130;path:map01230"	"sce00330  Arginine and proline metabolism;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01230  Biosynthesis of amino acids"
"rn:R01251"	"YER023W"	" L-Proline + NADP+ <=> (S)-1-Pyrroline-5-carboxylate + NADPH + H+"	"L-Proline:NADP+ 5-oxidoreductase"	"K00286"	"path:map00330;path:map01100;path:map01110;path:map01130;path:map01230"	"sce00330  Arginine and proline metabolism;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01230  Biosynthesis of amino acids"
"rn:R03291"	"YER023W"	" Hydroxyproline + NAD+ <=> L-1-Pyrroline-3-hydroxy-5-carboxylate + NADH + H+"	"trans-4-Hydroxy-L-proline:NAD+ 5-oxidoreductase"	"K00286"	"path:map00330;path:map01100;path:map01110;path:map01130;path:map01230"	"sce00330  Arginine and proline metabolism;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01230  Biosynthesis of amino acids"
"rn:R03293"	"YER023W"	" Hydroxyproline + NADP+ <=> L-1-Pyrroline-3-hydroxy-5-carboxylate + NADPH + H+"	"trans-4-Hydroxy-L-proline:NADP+ 5-oxidoreductase"	"K00286"	"path:map00330;path:map01100;path:map01110;path:map01130;path:map01230"	"sce00330  Arginine and proline metabolism;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01230  Biosynthesis of amino acids"
"rn:R01800"	"YER026C"	" CDP-diacylglycerol + L-Serine <=> CMP + Phosphatidylserine"	"CDP-diacylglycerol:L-serine 3-phosphatidyltransferase"	"K17103"	"path:map00260;path:map00564;path:map01100;path:map01110"	"sce00260  Glycine, serine and threonine metabolism;sce00564  Glycerophospholipid metabolism;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites"
"rn:R00192"	"YER043C"	" S-Adenosyl-L-homocysteine + H2O <=> Adenosine + L-Homocysteine"	"S-Adenosyl-L-homocysteine hydrolase"	"K01251"	"path:map00270;path:map01100"	"sce00270  Cysteine and methionine metabolism;sce01100  Metabolic pathways"
"rn:R04936"	"YER043C"	" Se-Adenosyl-L-selenohomocysteine + H2O <=> Adenosine + Selenohomocysteine"	"Se-Adenosylselenohomocysteine hydrolase"	"K01251"	"path:map00270;path:map01100"	"sce00270  Cysteine and methionine metabolism;sce01100  Metabolic pathways"
"rn:R10056"	"YER051W"	" Protein N6,N6-dimethyl-L-lysine + 2 2-Oxoglutarate + 2 Oxygen <=> Protein lysine + 2 Succinate + 2 Formaldehyde + 2 CO2"	"protein-N6,N6-dimethyl-L-lysine,2-oxoglutarate:oxygen oxidoreductase"	"K10276"	NA	"NA  NA"
"rn:R00480"	"YER052C"	" ATP + L-Aspartate <=> ADP + 4-Phospho-L-aspartate"	"ATP:L-aspartate 4-phosphotransferase"	"K00928"	"path:map00260;path:map00261;path:map00270;path:map00300;path:map01100;path:map01110;path:map01120;path:map01130;path:map01210;path:map01230"	"sce00260  Glycine, serine and threonine metabolism;sce00261  Monobactam biosynthesis;sce00270  Cysteine and methionine metabolism;sce00300  Lysine biosynthesis;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01120  Microbial metabolism in diverse environments;sce01130  Biosynthesis of antibiotics;sce01210  2-Oxocarboxylic acid metabolism;sce01230  Biosynthesis of amino acids"
"rn:R01071"	"YER055C"	" 1-(5-Phospho-D-ribosyl)-ATP + Diphosphate <=> ATP + 5-Phospho-alpha-D-ribose 1-diphosphate"	"1-(5-phospho-D-ribosyl)-ATP:diphosphate phospho-alpha-D-ribosyl-transferase"	"K00765"	"path:map00340;path:map01100;path:map01110;path:map01230"	"sce00340  Histidine metabolism;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01230  Biosynthesis of amino acids"
"rn:R04355"	"YER061C;YPL231W"	" Acetyl-[acyl-carrier protein] + Malonyl-[acyl-carrier protein] <=> Acetoacetyl-[acp] + CO2 + Acyl-carrier protein"	"Acyl-[acyl-carrier-protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)"	"K09458"	"path:map00061;path:map00780;path:map01100;path:map01212"	"sce00061  Fatty acid biosynthesis;sce00780  Biotin metabolism;sce01100  Metabolic pathways;sce01212  Fatty acid metabolism"
"rn:R04726"	"YER061C;YPL231W"	" Dodecanoyl-[acyl-carrier protein] + Malonyl-[acyl-carrier protein] <=> 3-Oxotetradecanoyl-[acp] + CO2 + Acyl-carrier protein"	"dodecanoyl-[acyl-carrier-protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)"	"K09458"	"path:map00061;path:map00780;path:map01100;path:map01212"	"sce00061  Fatty acid biosynthesis;sce00780  Biotin metabolism;sce01100  Metabolic pathways;sce01212  Fatty acid metabolism"
"rn:R04952"	"YER061C;YPL231W"	" Butyryl-[acp] + Malonyl-[acyl-carrier protein] <=> 3-Oxohexanoyl-[acp] + CO2 + Acyl-carrier protein"	"butyryl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)"	"K09458"	"path:map00061;path:map00780;path:map01100;path:map01212"	"sce00061  Fatty acid biosynthesis;sce00780  Biotin metabolism;sce01100  Metabolic pathways;sce01212  Fatty acid metabolism"
"rn:R04957"	"YER061C;YPL231W"	" Hexanoyl-[acp] + Malonyl-[acyl-carrier protein] <=> 3-Oxooctanoyl-[acp] + CO2 + Acyl-carrier protein"	"hexanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)"	"K09458"	"path:map00061;path:map00780;path:map01100;path:map01212"	"sce00061  Fatty acid biosynthesis;sce00780  Biotin metabolism;sce01100  Metabolic pathways;sce01212  Fatty acid metabolism"
"rn:R04960"	"YER061C;YPL231W"	" Octanoyl-[acp] + Malonyl-[acyl-carrier protein] <=> 3-Oxodecanoyl-[acp] + CO2 + Acyl-carrier protein"	"Octanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)"	"K09458"	"path:map00061;path:map00780;path:map01100;path:map01212"	"sce00061  Fatty acid biosynthesis;sce00780  Biotin metabolism;sce01100  Metabolic pathways;sce01212  Fatty acid metabolism"
"rn:R04963"	"YER061C;YPL231W"	" Decanoyl-[acp] + Malonyl-[acyl-carrier protein] <=> 3-Oxododecanoyl-[acp] + CO2 + Acyl-carrier protein"	"Decanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)"	"K09458"	"path:map00061;path:map00780;path:map01100;path:map01212"	"sce00061  Fatty acid biosynthesis;sce00780  Biotin metabolism;sce01100  Metabolic pathways;sce01212  Fatty acid metabolism"
"rn:R04968"	"YER061C;YPL231W"	" Tetradecanoyl-[acp] + Malonyl-[acyl-carrier protein] <=> 3-Oxohexadecanoyl-[acp] + CO2 + Acyl-carrier protein"	"Tetradecanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)"	"K09458"	"path:map00061;path:map00780;path:map01100;path:map01212"	"sce00061  Fatty acid biosynthesis;sce00780  Biotin metabolism;sce01100  Metabolic pathways;sce01212  Fatty acid metabolism"
"rn:R10115"	"YER061C"	" Malonyl-[acp] methyl ester + Malonyl-[acyl-carrier protein] <=> 3-Ketoglutaryl-[acp] methyl ester + CO2 + Acyl-carrier protein"	"malonyl-[acyl-carrier protein]-methyl-ester:malonyl-[acyl-carrier protein]  C-acyltransferase"	"K09458"	"path:map00061;path:map00780;path:map01100;path:map01212"	"sce00061  Fatty acid biosynthesis;sce00780  Biotin metabolism;sce01100  Metabolic pathways;sce01212  Fatty acid metabolism"
"rn:R10119"	"YER061C"	" Glutaryl-[acp] methyl ester + Malonyl-[acyl-carrier protein] <=> 3-Ketopimeloyl-[acp] methyl ester + CO2 + Acyl-carrier protein"	"glutaryl-[acp]-methyl-ester:malonyl-[acyl-carrier protein] C-acyltransferase (decarboxylating)"	"K09458"	"path:map00061;path:map00780;path:map01100;path:map01212"	"sce00061  Fatty acid biosynthesis;sce00780  Biotin metabolism;sce01100  Metabolic pathways;sce01212  Fatty acid metabolism"
"rn:R00841"	"YER062C;YIL053W"	" sn-Glycerol 3-phosphate + H2O <=> Glycerol + Orthophosphate"	"sn-glycerol-3-phosphate phosphohydrolase"	"K06116"	"path:map00561;path:map01100"	"sce00561  Glycerolipid metabolism;sce01100  Metabolic pathways"
"rn:R00479"	"YER065C;YPR006C"	" Isocitrate <=> Succinate + Glyoxylate"	"isocitrate glyoxylate-lyase (succinate-forming)"	"K01637"	"path:map00630;path:map01100;path:map01110;path:map01120;path:map01200"	"sce00630  Glyoxylate and dicarboxylate metabolism;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01120  Microbial metabolism in diverse environments;sce01200  Carbon metabolism"
"rn:R02649"	"YER069W"	" ATP + N-Acetyl-L-glutamate <=> ADP + N-Acetyl-L-glutamate 5-phosphate"	"ATP:N-acetyl-L-glutamate 5-phosphotransferase"	"K12659"	"path:map00220;path:map01100;path:map01110;path:map01130;path:map01210;path:map01230"	"sce00220  Arginine biosynthesis;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01210  2-Oxocarboxylic acid metabolism;sce01230  Biosynthesis of amino acids"
"rn:R03443"	"YER069W"	" N-Acetyl-L-glutamate 5-semialdehyde + Orthophosphate + NADP+ <=> N-Acetyl-L-glutamate 5-phosphate + NADPH + H+"	"N-acetyl-L-glutamate-5-semialdehyde:NADP+ 5-oxidoreductase (phosphrylating)"	"K12659"	"path:map00220;path:map01100;path:map01110;path:map01130;path:map01210;path:map01230"	"sce00220  Arginine biosynthesis;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01210  2-Oxocarboxylic acid metabolism;sce01230  Biosynthesis of amino acids"
"rn:R02017"	"YER070W;YGR180C;YIL066C;YJL026W"	" dADP + Thioredoxin disulfide + H2O <=> Thioredoxin + ADP"	"2'-Deoxyadenosine 5'-diphosphate:oxidized-thioredoxin 2'-oxidoreductase"	"K10807"	"path:map00230;path:map00240;path:map00480;path:map00983;path:map01100"	"sce00230  Purine metabolism;sce00240  Pyrimidine metabolism;sce00480  Glutathione metabolism;sce00983  Drug metabolism - other enzymes;sce01100  Metabolic pathways"
"rn:R02019"	"YER070W;YGR180C;YIL066C;YJL026W"	" dGDP + Thioredoxin disulfide + H2O <=> GDP + Thioredoxin"	"2'-Deoxyguanosine 5'-diphosphate:oxidized-thioredoxin 2'-oxidoreductase"	"K10807"	"path:map00230;path:map00240;path:map00480;path:map00983;path:map01100"	"sce00230  Purine metabolism;sce00240  Pyrimidine metabolism;sce00480  Glutathione metabolism;sce00983  Drug metabolism - other enzymes;sce01100  Metabolic pathways"
"rn:R02024"	"YER070W;YGR180C;YIL066C;YJL026W"	" dCDP + Thioredoxin disulfide + H2O <=> Thioredoxin + CDP"	"2'-Deoxycytidine diphosphate:oxidized-thioredoxin 2'-oxidoreductase"	"K10807"	"path:map00230;path:map00240;path:map00480;path:map00983;path:map01100"	"sce00230  Purine metabolism;sce00240  Pyrimidine metabolism;sce00480  Glutathione metabolism;sce00983  Drug metabolism - other enzymes;sce01100  Metabolic pathways"
"rn:R08363"	"YER070W;YGR180C;YIL066C;YJL026W"	" 2'-Deoxyribonucleoside diphosphate + Tryparedoxin disulfide + H2O <=> Ribonucleoside diphosphate + Tryparedoxin"	"2'-deoxyribonucleoside-diphosphate:tryparedoxin-disulfide 2'-oxidoreductase"	"K10807"	"path:map00230;path:map00240;path:map00480;path:map00983;path:map01100"	"sce00230  Purine metabolism;sce00240  Pyrimidine metabolism;sce00480  Glutathione metabolism;sce00983  Drug metabolism - other enzymes;sce01100  Metabolic pathways"
"rn:R08364"	"YER070W;YGR180C;YIL066C;YJL026W"	" 2'-Deoxyribonucleoside diphosphate + Trypanothione disulfide + H2O <=> Ribonucleoside diphosphate + Trypanothione"	"2'-deoxyribonucleoside-diphosphate:trypanothione-disulfide 2'-oxidoreductase"	"K10807"	"path:map00230;path:map00240;path:map00480;path:map00983;path:map01100"	"sce00230  Purine metabolism;sce00240  Pyrimidine metabolism;sce00480  Glutathione metabolism;sce00983  Drug metabolism - other enzymes;sce01100  Metabolic pathways"
"rn:R00264"	"YER073W;YMR110C;YOR374W;YPL061W"	" 2,5-Dioxopentanoate + NADP+ + H2O <=> 2-Oxoglutarate + NADPH + H+"	"2,5-dioxopentanoate:NADP+ 5-oxidoreductase"	"K00128"	"path:map00010;path:map00053;path:map00071;path:map00280;path:map00310;path:map00330;path:map00340;path:map00380;path:map00410;path:map00561;path:map00620;path:map00625;path:map00903;path:map00981;path:map01100;path:map01110;path:map01120;path:map01130"	"sce00010  Glycolysis / Gluconeogenesis;sce00053  Ascorbate and aldarate metabolism;sce00071  Fatty acid degradation;sce00280  Valine, leucine and isoleucine degradation;sce00310  Lysine degradation;sce00330  Arginine and proline metabolism;sce00340  Histidine metabolism;sce00380  Tryptophan metabolism;sce00410  beta-Alanine metabolism;sce00561  Glycerolipid metabolism;sce00620  Pyruvate metabolism;sce00625  Chloroalkane and chloroalkene degradation;sce00903  Limonene and pinene degradation;sce00981  Insect hormone biosynthesis;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01120  Microbial metabolism in diverse environments;sce01130  Biosynthesis of antibiotics"
"rn:R00631"	"YER073W;YMR110C;YOR374W;YPL061W"	" Aldehyde + NAD+ + H2O <=> Fatty acid + NADH + H+"	"aldehyde:NAD+ oxidoreductase"	"K00128"	"path:map00010;path:map00053;path:map00071;path:map00280;path:map00310;path:map00330;path:map00340;path:map00380;path:map00410;path:map00561;path:map00620;path:map00625;path:map00903;path:map00981;path:map01100;path:map01110;path:map01120;path:map01130"	"sce00010  Glycolysis / Gluconeogenesis;sce00053  Ascorbate and aldarate metabolism;sce00071  Fatty acid degradation;sce00280  Valine, leucine and isoleucine degradation;sce00310  Lysine degradation;sce00330  Arginine and proline metabolism;sce00340  Histidine metabolism;sce00380  Tryptophan metabolism;sce00410  beta-Alanine metabolism;sce00561  Glycerolipid metabolism;sce00620  Pyruvate metabolism;sce00625  Chloroalkane and chloroalkene degradation;sce00903  Limonene and pinene degradation;sce00981  Insect hormone biosynthesis;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01120  Microbial metabolism in diverse environments;sce01130  Biosynthesis of antibiotics"
"rn:R00710"	"YER073W;YMR110C;YOR374W;YPL061W"	" Acetaldehyde + NAD+ + H2O <=> Acetate + NADH + H+"	"Acetaldehyde:NAD+ oxidoreductase"	"K00128"	"path:map00010;path:map00053;path:map00071;path:map00280;path:map00310;path:map00330;path:map00340;path:map00380;path:map00410;path:map00561;path:map00620;path:map00625;path:map00903;path:map00981;path:map01100;path:map01110;path:map01120;path:map01130"	"sce00010  Glycolysis / Gluconeogenesis;sce00053  Ascorbate and aldarate metabolism;sce00071  Fatty acid degradation;sce00280  Valine, leucine and isoleucine degradation;sce00310  Lysine degradation;sce00330  Arginine and proline metabolism;sce00340  Histidine metabolism;sce00380  Tryptophan metabolism;sce00410  beta-Alanine metabolism;sce00561  Glycerolipid metabolism;sce00620  Pyruvate metabolism;sce00625  Chloroalkane and chloroalkene degradation;sce00903  Limonene and pinene degradation;sce00981  Insect hormone biosynthesis;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01120  Microbial metabolism in diverse environments;sce01130  Biosynthesis of antibiotics"
"rn:R00904"	"YER073W;YMR110C;YMR169C;YMR170C;YOR374W;YPL061W"	" 3-Aminopropanal + NAD+ + H2O <=> beta-Alanine + NADH + H+"	"3-aminopropanal:NAD+ oxidoreductase"	"K00128"	"path:map00010;path:map00053;path:map00071;path:map00280;path:map00310;path:map00330;path:map00340;path:map00380;path:map00410;path:map00561;path:map00620;path:map00625;path:map00903;path:map00981;path:map01100;path:map01110;path:map01120;path:map01130"	"sce00010  Glycolysis / Gluconeogenesis;sce00053  Ascorbate and aldarate metabolism;sce00071  Fatty acid degradation;sce00280  Valine, leucine and isoleucine degradation;sce00310  Lysine degradation;sce00330  Arginine and proline metabolism;sce00340  Histidine metabolism;sce00380  Tryptophan metabolism;sce00410  beta-Alanine metabolism;sce00561  Glycerolipid metabolism;sce00620  Pyruvate metabolism;sce00625  Chloroalkane and chloroalkene degradation;sce00903  Limonene and pinene degradation;sce00981  Insect hormone biosynthesis;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01120  Microbial metabolism in diverse environments;sce01130  Biosynthesis of antibiotics"
