mRNA	KO
augustus_masked-scf7180000020026-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000020026-processed-gene-0.2&CDS=1-1650	K01784_R00291_yHAB164_kazachstania_aerobia
genemark-scf7180000020227-processed-gene-0.61-mRNA-1_1&gene=genemark-scf7180000020227-processed-gene-0.61&CDS=1-1539	K03781_R00009_yHAB164_kazachstania_aerobia
genemark-scf7180000020168-processed-gene-0.87-mRNA-1_1&gene=genemark-scf7180000020168-processed-gene-0.87&CDS=1-1143	K00121_R06983_yHAB164_kazachstania_aerobia
genemark-scf7180000020136-processed-gene-0.6-mRNA-1_1&gene=genemark-scf7180000020136-processed-gene-0.6&CDS=1-912	K01070_R00527_yHAB164_kazachstania_aerobia
snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-2.74-mRNA-1_1&gene=snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-2.74&CDS=1-1107	lad_MNXR117337_yHMPu5000041855_candida_ascalaphidarum
snap_masked-NODE_23_length_183325_cov_47.6541_ID_4205-processed-gene-0.50-mRNA-1_1&gene=snap_masked-NODE_23_length_183325_cov_47.6541_ID_4205-processed-gene-0.50&CDS=1-1536	K00849_R01092_yHMPu5000041855_candida_ascalaphidarum
augustus_masked-NODE_23_length_183325_cov_47.6541_ID_4205-processed-gene-0.188-mRNA-1_1&gene=augustus_masked-NODE_23_length_183325_cov_47.6541_ID_4205-processed-gene-0.188&CDS=1-2055	K01784_R00291_yHMPu5000041855_candida_ascalaphidarum
snap_masked-NODE_12_length_437675_cov_47.0709_ID_5986-processed-gene-3.167-mRNA-1_1&gene=snap_masked-NODE_12_length_437675_cov_47.0709_ID_5986-processed-gene-3.167&CDS=1-1455	K03781_R00009_yHMPu5000041855_candida_ascalaphidarum
maker-NODE_2_length_744676_cov_45.4856_ID_3712-snap-gene-4.97-mRNA-1_1&gene=maker-NODE_2_length_744676_cov_45.4856_ID_3712-snap-gene-4.97&CDS=1-1140	K00121_R06983_yHMPu5000041855_candida_ascalaphidarum
snap_masked-NODE_3_length_696070_cov_41.4075_ID_3205-processed-gene-4.53-mRNA-1_1&gene=snap_masked-NODE_3_length_696070_cov_41.4075_ID_3205-processed-gene-4.53&CDS=1-879	K01070_R00527_yHMPu5000041855_candida_ascalaphidarum
augustus_masked-NODE_3_length_696070_cov_41.4075_ID_3205-processed-gene-3.12-mRNA-1_1&gene=augustus_masked-NODE_3_length_696070_cov_41.4075_ID_3205-processed-gene-3.12&CDS=1-1125	K00122_R00519_yHMPu5000041855_candida_ascalaphidarum
maker-NODE_9_length_463673_cov_43.3768_ID_4133-snap-gene-2.0-mRNA-1_1&gene=maker-NODE_9_length_463673_cov_43.3768_ID_4133-snap-gene-2.0&CDS=1-3519	YALI0F01650p_MNXR121148_yHMPu5000041855_candida_ascalaphidarum
snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-2.73-mRNA-1_1&gene=snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-2.73&CDS=1-1764	YALI0F01606g_R11461_yHMPu5000041855_candida_ascalaphidarum
snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-2.56-mRNA-1_1&gene=snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-2.56&CDS=1-474	K21911_R11333_yHMPu5000041855_candida_ascalaphidarum
augustus_masked-flattened_line_16-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.73&CDS=1-1176	K00121_R06983_yHMPu5000035684_kloeckera_hatyaiensis
augustus_masked-flattened_line_190-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_190-processed-gene-0.11&CDS=1-888	K01070_R00527_yHMPu5000035684_kloeckera_hatyaiensis
augustus_masked-flattened_line_84-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.38&CDS=1-1800	YALI0F01606g_R11461_yHMPu5000035684_kloeckera_hatyaiensis
genemark-flattened_line_11-processed-gene-0.70-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-0.70&CDS=1-1065	lad_MNXR117337_yHMPu5000035048_barnettozyma_salicaria
genemark-flattened_line_9-processed-gene-1.73-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-1.73&CDS=1-1119	K01784_R00291_yHMPu5000035048_barnettozyma_salicaria
genemark-flattened_line_39-processed-gene-0.75-mRNA-1_1&gene=genemark-flattened_line_39-processed-gene-0.75&CDS=1-1539	K03781_R00009_yHMPu5000035048_barnettozyma_salicaria
genemark-flattened_line_2-processed-gene-6.172-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.172&CDS=1-1152	K00121_R06983_yHMPu5000035048_barnettozyma_salicaria
genemark-flattened_line_2-processed-gene-3.2-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.2&CDS=1-1152	K00121_R06983_yHMPu5000035048_barnettozyma_salicaria
maker-flattened_line_19-augustus-gene-1.0-mRNA-1_1&gene=maker-flattened_line_19-augustus-gene-1.0&CDS=1-1092	K01070_R00527_yHMPu5000035048_barnettozyma_salicaria
genemark-flattened_line_31-processed-gene-1.33-mRNA-1_1&gene=genemark-flattened_line_31-processed-gene-1.33&CDS=1-1089	K00122_R00519_yHMPu5000035048_barnettozyma_salicaria
augustus_masked-flattened_line_31-processed-gene-1.138-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-1.138&CDS=1-1020	K18338_R03772_yHMPu5000035048_barnettozyma_salicaria
genemark-flattened_line_3-processed-gene-3.44-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-3.44&CDS=1-1254	K12661_R03774_yHMPu5000035048_barnettozyma_salicaria
genemark-flattened_line_0-processed-gene-6.21-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.21&CDS=1-870	YALI0F01650p_MNXR121148_yHMPu5000035048_barnettozyma_salicaria
maker-flattened_line_27-augustus-gene-1.53-mRNA-1_1&gene=maker-flattened_line_27-augustus-gene-1.53&CDS=1-5712	YALI0F01606g_R11461_yHMPu5000035048_barnettozyma_salicaria
genemark-flattened_line_21-processed-gene-2.37-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-2.37&CDS=1-2610	K10534_R00794_yHMPu5000035048_barnettozyma_salicaria
augustus_masked-Deha2E-processed-gene-19.119-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-19.119&CDS=1-1059	lad_MNXR117337_debaryomyces_hansenii
augustus_masked-Deha2C-processed-gene-2.115-mRNA-1_1&gene=augustus_masked-Deha2C-processed-gene-2.115&CDS=1-1566	K00849_R01092_debaryomyces_hansenii
augustus_masked-Deha2C-processed-gene-2.131-mRNA-1_1&gene=augustus_masked-Deha2C-processed-gene-2.131&CDS=1-1107	K00965_R00955_debaryomyces_hansenii
augustus_masked-Deha2C-processed-gene-2.133-mRNA-1_1&gene=augustus_masked-Deha2C-processed-gene-2.133&CDS=1-2100	K01784_R00291_debaryomyces_hansenii
augustus_masked-Deha2G-processed-gene-5.55-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-5.55&CDS=1-1140	K00121_R06983_debaryomyces_hansenii
augustus_masked-Deha2E-processed-gene-4.62-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-4.62&CDS=1-879	K01070_R00527_debaryomyces_hansenii
augustus_masked-Deha2G-processed-gene-15.44-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-15.44&CDS=1-1134	K00122_R00519_debaryomyces_hansenii
augustus_masked-Deha2E-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-1.120&CDS=1-1020	K18338_R03772_debaryomyces_hansenii
augustus_masked-Deha2E-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-1.130&CDS=1-1296	K12661_R03774_debaryomyces_hansenii
augustus_masked-Deha2F-processed-gene-22.89-mRNA-1_1&gene=augustus_masked-Deha2F-processed-gene-22.89&CDS=1-1602	inu_MNXR115392_debaryomyces_hansenii
augustus_masked-Deha2A-processed-gene-10.80-mRNA-1_1&gene=augustus_masked-Deha2A-processed-gene-10.80&CDS=1-867	YALI0F01650p_MNXR121148_debaryomyces_hansenii
augustus_masked-Deha2F-processed-gene-1.0-mRNA-1_1&gene=augustus_masked-Deha2F-processed-gene-1.0&CDS=1-1821	YALI0F01606g_R11461_debaryomyces_hansenii
augustus_masked-Deha2A-processed-gene-10.100-mRNA-1_1&gene=augustus_masked-Deha2A-processed-gene-10.100&CDS=1-468	K21911_R11333_debaryomyces_hansenii
augustus_masked-Deha2G-processed-gene-17.45-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-17.45&CDS=1-3294	K17877_R00787_debaryomyces_hansenii
-processed-gene-0.48-mRNA-1_1&gene=snap_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-0.48&CDS=1-1137	lad_MNXR117337_candida_homilentoma
-processed-gene-7.38-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-7.38&CDS=1-1575	K00849_R01092_candida_homilentoma
-processed-gene-7.20-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-7.20&CDS=1-1125	K00965_R00955_candida_homilentoma
-processed-gene-7.18-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-7.18&CDS=1-2043	K01784_R00291_candida_homilentoma
-processed-gene-5.20-mRNA-1_1&gene=augustus_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-5.20&CDS=1-1455	K03781_R00009_candida_homilentoma
-processed-gene-6.103-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-6.103&CDS=1-1137	K00121_R06983_candida_homilentoma
-processed-gene-5.64-mRNA-1_1&gene=snap_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-5.64&CDS=1-867	K01070_R00527_candida_homilentoma
-processed-gene-0.110-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-0.110&CDS=1-1125	K00122_R00519_candida_homilentoma
-processed-gene-4.42-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-4.42&CDS=1-963	K18338_R03772_candida_homilentoma
-processed-gene-4.22-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-4.22&CDS=1-1257	K12661_R03774_candida_homilentoma
-processed-gene-8.62-mRNA-1_1&gene=augustus_masked-gi|1002316232|dbj|BCGB01000001.1|-processed-gene-8.62&CDS=1-3594	YALI0F01650p_MNXR121148_candida_homilentoma
-processed-gene-0.49-mRNA-1_1&gene=snap_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-0.49&CDS=1-1785	YALI0F01606g_R11461_candida_homilentoma
-processed-gene-0.68-mRNA-1_1&gene=snap_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-0.68&CDS=1-456	K21911_R11333_candida_homilentoma
genemark-scaffold_184-processed-gene-0.3-mRNA-1_1&gene=genemark-scaffold_184-processed-gene-0.3&CDS=1-1176	K00121_R06983_hanseniaspora_valbyensis
genemark-scaffold_211-processed-gene-0.1-mRNA-1_1&gene=genemark-scaffold_211-processed-gene-0.1&CDS=1-921	K01070_R00527_hanseniaspora_valbyensis
snap_masked-scaffold_211-processed-gene-0.7-mRNA-1_1&gene=snap_masked-scaffold_211-processed-gene-0.7&CDS=1-189	K01070_R00527_hanseniaspora_valbyensis
genemark-scaffold_21-processed-gene-0.16-mRNA-1_1&gene=genemark-scaffold_21-processed-gene-0.16&CDS=1-1797	YALI0F01606g_R11461_hanseniaspora_valbyensis
augustus_masked-flattened_line_10-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.3&CDS=1-1176	K00121_R06983_yHMPu5000035695_hanseniaspora_pseudoguilliermondii
augustus_masked-flattened_line_10-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.41&CDS=1-957	K01070_R00527_yHMPu5000035695_hanseniaspora_pseudoguilliermondii
augustus_masked-flattened_line_68-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.105&CDS=1-1788	YALI0F01606g_R11461_yHMPu5000035695_hanseniaspora_pseudoguilliermondii
augustus_masked-CU928171-processed-gene-16.40-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-16.40&CDS=1-1062	lad_MNXR117337_lachancea_thermotolerans
augustus_masked-CU928165-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-1.46&CDS=1-1575	K00849_R01092_lachancea_thermotolerans
genemark-CU928165-processed-gene-1.81-mRNA-1_1&gene=genemark-CU928165-processed-gene-1.81&CDS=1-1101	K00965_R00955_lachancea_thermotolerans
augustus_masked-CU928165-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-CU928165-processed-gene-1.26&CDS=1-2064	K01784_R00291_lachancea_thermotolerans
maker-CU928169-snap-gene-10.4-mRNA-1_1&gene=maker-CU928169-snap-gene-10.4&CDS=1-4881	K03781_R00009_lachancea_thermotolerans
augustus_masked-CU928180-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-CU928180-processed-gene-1.10&CDS=1-1143	K00121_R06983_lachancea_thermotolerans
augustus_masked-CU928180-processed-gene-9.124-mRNA-1_1&gene=augustus_masked-CU928180-processed-gene-9.124&CDS=1-894	K01070_R00527_lachancea_thermotolerans
augustus_masked-CU928167-processed-gene-2.130-mRNA-1_1&gene=augustus_masked-CU928167-processed-gene-2.130&CDS=1-1797	inu_MNXR115392_lachancea_thermotolerans
genemark-CU928170-processed-gene-14.73-mRNA-1_1&gene=genemark-CU928170-processed-gene-14.73&CDS=1-849	YALI0F01650p_MNXR121148_lachancea_thermotolerans
augustus_masked-CU928166-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-CU928166-processed-gene-0.95&CDS=1-1773	YALI0F01606g_R11461_lachancea_thermotolerans
-processed-gene-0.10-mRNA-1_1&gene=genemark-gi|1002317461|dbj|BCIW01000028.1|-processed-gene-0.10&CDS=1-1068	lad_MNXR117337_yarrowia_deformans
-processed-gene-6.30-mRNA-1_1&gene=genemark-gi|1002317482|dbj|BCIW01000007.1|-processed-gene-6.30&CDS=1-1440	K00849_R01092_yarrowia_deformans
-processed-gene-0.52-mRNA-1_1&gene=genemark-gi|1002317474|dbj|BCIW01000015.1|-processed-gene-0.52&CDS=1-1068	K00965_R00955_yarrowia_deformans
-processed-gene-3.94-mRNA-1_1&gene=genemark-gi|1002317471|dbj|BCIW01000018.1|-processed-gene-3.94&CDS=1-1107	K01784_R00291_yarrowia_deformans
-augustus-gene-0.63-mRNA-1_1&gene=maker-gi|1002317465|dbj|BCIW01000024.1|-augustus-gene-0.63&CDS=1-1977	K03781_R00009_yarrowia_deformans
-processed-gene-6.100-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-6.100&CDS=1-1143	K00121_R06983_yarrowia_deformans
-processed-gene-1.45-mRNA-1_1&gene=genemark-gi|1002317480|dbj|BCIW01000009.1|-processed-gene-1.45&CDS=1-852	K01070_R00527_yarrowia_deformans
-processed-gene-3.78-mRNA-1_1&gene=genemark-gi|1002317471|dbj|BCIW01000018.1|-processed-gene-3.78&CDS=1-1104	K00122_R00519_yarrowia_deformans
-processed-gene-6.40-mRNA-1_1&gene=genemark-gi|1002317482|dbj|BCIW01000007.1|-processed-gene-6.40&CDS=1-1104	K00122_R00519_yarrowia_deformans
-processed-gene-3.37-mRNA-1_1&gene=genemark-gi|1002317479|dbj|BCIW01000010.1|-processed-gene-3.37&CDS=1-1104	K00122_R00519_yarrowia_deformans
-processed-gene-12.54-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-12.54&CDS=1-939	YALI0F01650p_MNXR121148_yarrowia_deformans
-processed-gene-12.55-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-12.55&CDS=1-1767	YALI0F01606g_R11461_yarrowia_deformans
-processed-gene-12.78-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-12.78&CDS=1-468	K21911_R11333_yarrowia_deformans
-processed-gene-5.68-mRNA-1_1&gene=genemark-gi|1002317475|dbj|BCIW01000014.1|-processed-gene-5.68&CDS=1-1167	LYC1_R00454_yarrowia_deformans
augustus_masked-NODE_3_length_686625_cov_22.7875_ID_2680-processed-gene-3.97-mRNA-1_1&gene=augustus_masked-NODE_3_length_686625_cov_22.7875_ID_2680-processed-gene-3.97&CDS=1-1089	lad_MNXR117337_yHMPu5000035271_wickerhamomyces_bovis
augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-9.122-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-9.122&CDS=1-1503	K03781_R00009_yHMPu5000035271_wickerhamomyces_bovis
augustus_masked-NODE_17_length_233845_cov_24.4945_ID_2323-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-NODE_17_length_233845_cov_24.4945_ID_2323-processed-gene-1.67&CDS=1-1149	K00121_R06983_yHMPu5000035271_wickerhamomyces_bovis
augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-1.34&CDS=1-873	K01070_R00527_yHMPu5000035271_wickerhamomyces_bovis
augustus_masked-NODE_24_length_139379_cov_21.5415_ID_2650-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-NODE_24_length_139379_cov_21.5415_ID_2650-processed-gene-0.56&CDS=1-1095	K00122_R00519_yHMPu5000035271_wickerhamomyces_bovis
augustus_masked-NODE_64_length_30878_cov_26.4592_ID_5217-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_64_length_30878_cov_26.4592_ID_5217-processed-gene-0.41&CDS=1-954	K18338_R03772_yHMPu5000035271_wickerhamomyces_bovis
augustus_masked-NODE_70_length_21041_cov_22.2912_ID_12006-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_70_length_21041_cov_22.2912_ID_12006-processed-gene-0.4&CDS=1-861	YALI0F01650p_MNXR121148_yHMPu5000035271_wickerhamomyces_bovis
augustus_masked-NODE_59_length_35517_cov_23.2744_ID_5480-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_59_length_35517_cov_23.2744_ID_5480-processed-gene-0.43&CDS=1-1734	YALI0F01606g_R11461_yHMPu5000035271_wickerhamomyces_bovis
augustus_masked-scaffold_1-processed-gene-4.40-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-4.40&CDS=1-1515	K00849_R01092_spathaspora_passalidarum
augustus_masked-scaffold_1-processed-gene-4.21-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-4.21&CDS=1-1149	K00965_R00955_spathaspora_passalidarum
augustus_masked-scaffold_1-processed-gene-4.19-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-4.19&CDS=1-2055	K01784_R00291_spathaspora_passalidarum
augustus_masked-scaffold_1-processed-gene-10.60-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-10.60&CDS=1-1458	K03781_R00009_spathaspora_passalidarum
augustus_masked-scaffold_2-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.87&CDS=1-1140	K00121_R06983_spathaspora_passalidarum
augustus_masked-scaffold_2-processed-gene-2.38-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-2.38&CDS=1-855	K01070_R00527_spathaspora_passalidarum
augustus_masked-scaffold_8-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-0.85&CDS=1-1134	K00122_R00519_spathaspora_passalidarum
augustus_masked-scaffold_3-processed-gene-17.69-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.69&CDS=1-861	YALI0F01650p_MNXR121148_spathaspora_passalidarum
augustus_masked-scaffold_3-processed-gene-17.68-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.68&CDS=1-1806	YALI0F01606g_R11461_spathaspora_passalidarum
augustus_masked-scaffold_3-processed-gene-17.81-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.81&CDS=1-468	K21911_R11333_spathaspora_passalidarum
genemark-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-0.102-mRNA-1_1&gene=genemark-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-0.102&CDS=1-1074	lad_MNXR117337_yHMPu5000034611_saturnispora_mendoncae
genemark-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-0.146-mRNA-1_1&gene=genemark-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-0.146&CDS=1-1500	K03781_R00009_yHMPu5000034611_saturnispora_mendoncae
genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-5.120-mRNA-1_1&gene=genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-5.120&CDS=1-2820	K00121_R06983_yHMPu5000034611_saturnispora_mendoncae
snap_masked-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-4.75-mRNA-1_1&gene=snap_masked-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-4.75&CDS=1-849	K01070_R00527_yHMPu5000034611_saturnispora_mendoncae
genemark-NODE_28_length_106324_cov_41.1752_ID_55-processed-gene-0.129-mRNA-1_1&gene=genemark-NODE_28_length_106324_cov_41.1752_ID_55-processed-gene-0.129&CDS=1-3105	YALI0F01650p_MNXR121148_yHMPu5000034611_saturnispora_mendoncae
augustus_masked-NODE_21_length_116788_cov_42.0641_ID_41-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-NODE_21_length_116788_cov_42.0641_ID_41-processed-gene-0.112&CDS=1-3882	YALI0F01606g_R11461_yHMPu5000034611_saturnispora_mendoncae
maker-flattened_line_133-augustus-gene-0.69-mRNA-1_1&gene=maker-flattened_line_133-augustus-gene-0.69&CDS=1-2805	lad_MNXR117337_yHMPu5000034979_cyberlindnera_misumaiensis
snap_masked-flattened_line_12-processed-gene-1.164-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.164&CDS=1-1503	K03781_R00009_yHMPu5000034979_cyberlindnera_misumaiensis
snap_masked-flattened_line_22-processed-gene-0.186-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.186&CDS=1-1146	K00121_R06983_yHMPu5000034979_cyberlindnera_misumaiensis
maker-flattened_line_47-augustus-gene-0.151-mRNA-1_1&gene=maker-flattened_line_47-augustus-gene-0.151&CDS=1-1098	K01070_R00527_yHMPu5000034979_cyberlindnera_misumaiensis
snap_masked-flattened_line_18-processed-gene-0.178-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.178&CDS=1-1098	K00122_R00519_yHMPu5000034979_cyberlindnera_misumaiensis
snap_masked-flattened_line_14-processed-gene-1.306-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.306&CDS=1-891	K18338_R03772_yHMPu5000034979_cyberlindnera_misumaiensis
snap_masked-flattened_line_141-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_141-processed-gene-0.20&CDS=1-1257	K12661_R03774_yHMPu5000034979_cyberlindnera_misumaiensis
snap_masked-flattened_line_28-processed-gene-0.198-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.198&CDS=1-861	YALI0F01650p_MNXR121148_yHMPu5000034979_cyberlindnera_misumaiensis
snap_masked-flattened_line_14-processed-gene-1.248-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.248&CDS=1-1716	YALI0F01606g_R11461_yHMPu5000034979_cyberlindnera_misumaiensis
snap_masked-flattened_line_139-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_139-processed-gene-0.51&CDS=1-1584	K02575_MNXR101912_yHMPu5000034979_cyberlindnera_misumaiensis
snap_masked-flattened_line_180-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_180-processed-gene-0.1&CDS=1-2574	K10534_R00794_yHMPu5000034979_cyberlindnera_misumaiensis
snap_masked-flattened_line_159-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_159-processed-gene-0.8&CDS=1-3234	K17877_R00787_yHMPu5000034979_cyberlindnera_misumaiensis
