"ID"	"NAME"	"EQUATION"	"EC.NUMBER"	"GENE.ASSOCIATION"	"LOWER.BOUND"	"UPPER.BOUND"	"OBJECTIVE"	"COMPARTMENT"	"MIRIAM"	"SUBSYSTEM"	"REPLACEMENT.ID"	"NOTE"	"REFERENCE"	"CONFIDENCE.SCORE"	"other"
"R02251"	"acyl-CoA:1,2-diacyl-sn-glycerol O-acyltransferase"	"CoA[s] + Triacylglycerol[s] <=> Acyl-CoA[s] + 1,2-Diacyl-sn-glycerol[s]"	"ec-code/2.3.1.20"	"Arxula_adeninivorans@Seq_4391"	-1000	1000	NA	NA	"kegg.reaction/R02251;kegg.pathway/rn00561;kegg.module/M00089;kegg.orthology/K11155;rhea/10871"	"Glycerolipid metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R02255"	"trans-Cinnamate:CoA ligase (AMP-forming)"	"ATP[s] + CoA[s] + trans-Cinnamate[s] <=> Diphosphate[s] + AMP[s] + Cinnamoyl-CoA[s]"	"ec-code/6.2.1.12"	"Candida_versatilis@Seq_2066 or Aspergillus_nidulans@Seq_10519 or Botrytis_cinerea@Seq_15110 or Saitoella_complicata@Seq_2076 or Aspergillus_nidulans@Seq_3785 or Fusarium_graminearum@Seq_316 or Coccidioides_immitis@Seq_7777 or Arthrobotrys_oligospora@Seq_1782 or Saitoella_complicata@Seq_6361 or Yarrowia_lipolytica@Seq_2595 or Neurospora_crassa@Seq_4582 or Xylona_heveae@Seq_7674 or Aspergillus_nidulans@Seq_10195 or yHMPu5000035645_Yarrowia_divulgata@Seq_495 or Coccidioides_immitis@Seq_4073 or Aspergillus_nidulans@Seq_6278 or Neurospora_crassa@Seq_8617 or Coccidioides_immitis@Seq_2083 or Aspergillus_nidulans@Seq_1691 or Candida_versatilis@Seq_2347"	-1000	1000	NA	NA	"kegg.reaction/R02255;kegg.pathway/rn00940;kegg.orthology/K01904"	"Phenylpropanoid biosynthesis"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R02261"	"2-dehydro-3-deoxy-L-rhamnonate (S)-lactaldehyde lyase (pyruvate-forming)"	"2-Dehydro-3-deoxy-L-rhamnonate[s] <=> Pyruvate[s] + (S)-Lactaldehyde[s]"	"ec-code/4.1.2.53"	"yHMPu5000041863_Candida_gorgasii@Seq_3887 or yHMPu5000034670_Blastobotrys_proliferans@Seq_4693 or Botrytis_cinerea@Seq_2367 or yHMPu5000041678_Debaryomyces_prosopidis@Seq_635"	-1000	1000	NA	NA	"kegg.reaction/R02261;kegg.pathway/rn00051;kegg.orthology/K18339;rhea/25787"	"Fructose and mannose metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R02268"	"(5Z,13E)-(15S)-9alpha,11alpha-Epidioxy-15-hydroxyprosta-5,13-thromboxane-A2-isomerase"	"Prostaglandin H2[s] <=> Thromboxane A2[s]"	"ec-code/5.3.99.5"	"yHMPu5000034754_Lipomyces_arxii@Seq_5516 or Botrytis_cinerea@Seq_11070 or yHMPu5000034605_Spencermartinsiella_europaea@Seq_5514 or yHMPu5000034974_Deakozyma_indianensis@Seq_1992 or Fusarium_graminearum@Seq_13299 or Fusarium_graminearum@Seq_9970 or yHMPu5000034760_Lipomyces_kononenkoae@Seq_4105 or Aspergillus_nidulans@Seq_10273 or Aspergillus_nidulans@Seq_234 or Sclerotinia_sclerotiorum@Seq_11175 or Aspergillus_nidulans@Seq_2433 or Aspergillus_nidulans@Seq_1800"	-1000	1000	NA	NA	"kegg.reaction/R02268;kegg.pathway/rn00590;kegg.orthology/K01832;rhea/17140"	"Arachidonic acid metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R02269"	"5,6-Dihydrouracil amidohydrolase"	"H2O[s] + 5,6-Dihydrouracil[s] <=> 3-Ureidopropionate[s]"	"ec-code/3.5.2.2"	"Aspergillus_nidulans@Seq_7008 or yHMPu5000034655_Botryozyma_nematodophila@Seq_8737 or yHMPu5000035672_Phaffomyces_thermotolerans@Seq_201"	-1000	1000	NA	NA	"kegg.reaction/R02269;kegg.pathway/rn00240;kegg.pathway/rn00410;kegg.pathway/rn00770;kegg.module/M00046;kegg.orthology/K01464;rhea/16124"	"Pyrimidine metabolism;beta-Alanine metabolism;Pantothenate and CoA biosynthesis"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R02272"	"(S)-4-Amino-5-oxopentanoate 4,5-aminomutase"	"5-Aminolevulinate[s] <=> (S)-4-Amino-5-oxopentanoate[s]"	"ec-code/5.4.3.8"	"Arthrobotrys_oligospora@Seq_5588"	-1000	1000	NA	NA	"kegg.reaction/R02272;kegg.pathway/rn00860;kegg.module/M00121;kegg.orthology/K01845;rhea/14268"	"Porphyrin and chlorophyll metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R02306"	"trans,trans-farnesyl-diphosphate diphosphate-lyase (cyclizing, trichodiene-forming)"	"trans,trans-Farnesyl diphosphate[s] => Diphosphate[s] + Trichodiene[s]"	"ec-code/4.2.3.6"	"Fusarium_graminearum@Seq_7498"	0	1000	NA	NA	"kegg.reaction/R02306;kegg.pathway/rn00909;kegg.orthology/K12249;rhea/12055"	"Sesquiterpenoid and triterpenoid biosynthesis"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R02307"	"trans,trans-Farnesyl-diphosphate farnesyltransferase (bicyclizing)"	"trans,trans-Farnesyl diphosphate[s] <=> Diphosphate[s] + Aristolochene[s]"	"ec-code/4.2.3.9"	"Stagonospora_nodorum@Seq_5409 or Aspergillus_nidulans@Seq_6651"	-1000	1000	NA	NA	"kegg.reaction/R02307;kegg.pathway/rn00909;kegg.orthology/K14180;rhea/19828"	"Sesquiterpenoid and triterpenoid biosynthesis"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R02340"	"(1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate D-glyceraldehyde-3-phosphate-lyase"	"Indoleglycerol phosphate[s] <=> D-Glyceraldehyde 3-phosphate[s] + Indole[s]"	"ec-code/4.1.2.8;ec-code/4.2.1.20"	"Komagataella_pastoris@Seq_4201"	-1000	1000	NA	NA	"kegg.reaction/R02340;kegg.pathway/rn00400;kegg.pathway/rn00402;kegg.orthology/K01696;kegg.orthology/K06001;rhea/14084"	"Phenylalanine, tyrosine and tryptophan biosynthesis;Benzoxazinoid biosynthesis"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R02350"	"3'-Phosphoadenylylsulfate:estrone 3-sulfotransferase"	"3'-Phosphoadenylyl sulfate[s] + Estrone[s] <=> Adenosine 3',5'-bisphosphate[s] + Estrone 3-sulfate[s]"	"ec-code/2.8.2.4;ec-code/2.8.2.15"	"Fusarium_graminearum@Seq_7121"	-1000	1000	NA	NA	"kegg.reaction/R02350;kegg.pathway/rn00140;kegg.orthology/K01016;rhea/15976"	"Steroid hormone biosynthesis"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R02354"	""	"NADH[s] + Oxygen[s] + H+[s] + Estrone[s] => H2O[s] + NAD+[s] + 2-Hydroxyestrone[s]"	"ec-code/1.14.14.1"	"Stagonospora_nodorum@Seq_11395 or Sporopachydermia_quercuum@Seq_5820 or Fusarium_graminearum@Seq_3680 or yHMPu5000034742_Lipomyces_suomiensis@Seq_5736 or Stagonospora_nodorum@Seq_1625 or Aspergillus_nidulans@Seq_3801 or Stagonospora_nodorum@Seq_7114 or Stagonospora_nodorum@Seq_1491 or Neurospora_crassa@Seq_6565 or Neurospora_crassa@Seq_1100"	0	1000	NA	NA	"kegg.reaction/R02354;kegg.pathway/rn00140;kegg.orthology/K07408"	"Steroid hormone biosynthesis"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R02355"	""	"NADPH[s] + Oxygen[s] + H+[s] + Estrone[s] => H2O[s] + NADP+[s] + 2-Hydroxyestrone[s]"	"ec-code/1.14.14.1"	"Stagonospora_nodorum@Seq_11395 or Sporopachydermia_quercuum@Seq_5820 or Fusarium_graminearum@Seq_3680 or yHMPu5000034742_Lipomyces_suomiensis@Seq_5736 or Stagonospora_nodorum@Seq_1625 or Aspergillus_nidulans@Seq_3801 or Stagonospora_nodorum@Seq_7114 or Stagonospora_nodorum@Seq_1491 or Neurospora_crassa@Seq_6565 or Neurospora_crassa@Seq_1100"	0	1000	NA	NA	"kegg.reaction/R02355;kegg.pathway/rn00140;kegg.orthology/K07408"	"Steroid hormone biosynthesis"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R02363"	"Hydroquinone:oxygen oxidoreductase"	"Oxygen[s] + 2 Hydroquinone[s] <=> 2 H2O[s] + 2 p-Benzoquinone[s]"	"ec-code/1.14.18.1"	"Neurospora_crassa@Seq_2154 or Neurospora_crassa@Seq_2482 or Aspergillus_nidulans@Seq_766 or Arthrobotrys_oligospora@Seq_7587 or Coccidioides_immitis@Seq_4215 or Arthrobotrys_oligospora@Seq_187 or Stagonospora_nodorum@Seq_7573 or Botrytis_cinerea@Seq_9919 or Aspergillus_nidulans@Seq_1698 or Fusarium_graminearum@Seq_10944 or Fusarium_graminearum@Seq_10550 or Fusarium_graminearum@Seq_3309 or Neurospora_crassa@Seq_9650 or Aspergillus_nidulans@Seq_699 or Botrytis_cinerea@Seq_6490"	-1000	1000	NA	NA	"kegg.reaction/R02363;kegg.orthology/K00505;rhea/55379"	""	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R02366"	"Acyl-CoA:retinol O-acyltransferase"	"Acyl-CoA[s] + Retinol[s] => CoA[s] + Retinyl ester[s]"	"ec-code/2.3.1.76"	"Arxula_adeninivorans@Seq_4391"	0	1000	NA	NA	"kegg.reaction/R02366;kegg.pathway/rn00830;kegg.orthology/K11155;rhea/11491"	"Retinol metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R02367"	"Palmitoyl-CoA:retinol O-acyltransferase"	"Palmitoyl-CoA[s] + Retinol[s] => CoA[s] + Retinyl palmitate[s]"	"ec-code/2.3.1.76"	"Arxula_adeninivorans@Seq_4391"	0	1000	NA	NA	"kegg.reaction/R02367;kegg.pathway/rn00830;kegg.orthology/K11155"	"Retinol metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R02382"	"Tyramine:oxygen oxidoreductase(deaminating)(flavin-containing)"	"H2O[s] + Oxygen[s] + Tyramine[s] => Ammonia[s] + Hydrogen peroxide[s] + 4-Hydroxyphenylacetaldehyde[s]"	"ec-code/1.4.3.4;ec-code/1.4.3.21;ec-code/1.4.9.2"	"yHMPu5000035282_Trigonopsis_vinaria@Seq_5166 or Xylona_heveae@Seq_7565 or Fusarium_graminearum@Seq_28 or Fusarium_graminearum@Seq_2075 or Coccidioides_immitis@Seq_2823 or Metschnikowia_dekortum@Seq_4089 or Fusarium_graminearum@Seq_9299"	0	1000	NA	NA	"kegg.reaction/R02382;kegg.pathway/rn00350;kegg.orthology/K00274;kegg.orthology/K00276;rhea/30594"	"Tyrosine metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R02383"	"Monophenol,L-dopa:oxygen oxidoreductase"	"NADH[s] + Oxygen[s] + H+[s] + Tyramine[s] <=> H2O[s] + NAD+[s] + Dopamine[s]"	"ec-code/1.14.13.-;ec-code/1.14.18.1"	"Neurospora_crassa@Seq_2154 or Neurospora_crassa@Seq_2482 or Aspergillus_nidulans@Seq_766 or Arthrobotrys_oligospora@Seq_7587 or Coccidioides_immitis@Seq_4215 or Arthrobotrys_oligospora@Seq_187 or Stagonospora_nodorum@Seq_7573 or Botrytis_cinerea@Seq_9919 or Aspergillus_nidulans@Seq_1698 or Fusarium_graminearum@Seq_10944 or Fusarium_graminearum@Seq_10550 or Fusarium_graminearum@Seq_3309 or Neurospora_crassa@Seq_9650 or Aspergillus_nidulans@Seq_699 or Botrytis_cinerea@Seq_6490"	-1000	1000	NA	NA	"kegg.reaction/R02383;kegg.pathway/rn00950;kegg.orthology/K00505"	"Isoquinoline alkaloid biosynthesis"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R02411"	"1-alpha-D-Galactosyl-myo-inositol:sucrose 6-alpha-D-galactosyltransferase"	"Sucrose[s] + alpha-D-Galactosyl-(1->3)-1D-myo-inositol[s] => myo-Inositol[s] + Raffinose[s]"	"ec-code/2.4.1.82"	"Botrytis_cinerea@Seq_6372"	0	1000	NA	NA	"kegg.reaction/R02411;kegg.pathway/rn00052;kegg.orthology/K06617;rhea/20164"	"Galactose metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R02457"	"D-Ornithine:oxygen oxidoreductase (deaminating)"	"H2O[s] + Oxygen[s] + D-Ornithine[s] <=> Ammonia[s] + Hydrogen peroxide[s] + 5-Amino-2-oxopentanoic acid[s]"	"ec-code/1.4.3.3"	"Metschnikowia_matae@Seq_2628 or Nadsonia_fulvescens_var_elongata@Seq_5575 or yHMPu5000035675_Kregervanrija_fluxuum@Seq_5298 or yHMPu5000034918_Nakazawaea_holstii@Seq_4643 or Coccidioides_immitis@Seq_4755 or yHMPu5000041833_Candida_tammaniensis@Seq_4018 or Metschnikowia_dekortum@Seq_167 or Sclerotinia_sclerotiorum@Seq_7576"	-1000	1000	NA	NA	"kegg.reaction/R02457;kegg.pathway/rn00472;kegg.orthology/K00273"	"D-Arginine and D-ornithine metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R02487"	"glutaryl-CoA:electron-transfer flavoprotein 2,3-oxidoreductase (decarboxylating)"	"FAD[s] + Glutaryl-CoA[s] => CO2[s] + Crotonoyl-CoA[s] + FADH2[s]"	"ec-code/1.3.8.6"	"Arthrobotrys_oligospora@Seq_8174"	0	1000	NA	NA	"kegg.reaction/R02487;kegg.pathway/rn00071;kegg.orthology/K00252;rhea/30850"	"Fatty acid degradation"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R02488"	"glutaryl-CoA:electron-transfer flavoprotein 2,3-oxidoreductase (decarboxylating)"	"Glutaryl-CoA[s] + Electron-transferring flavoprotein[s] <=> CO2[s] + Crotonoyl-CoA[s] + Reduced electron-transferring flavoprotein[s]"	"ec-code/1.3.8.6"	"Arthrobotrys_oligospora@Seq_8174"	-1000	1000	NA	NA	"kegg.reaction/R02488;kegg.pathway/rn00310;kegg.pathway/rn00362;kegg.pathway/rn00380;kegg.module/M00032;kegg.orthology/K00252;rhea/13392"	"Lysine degradation;Benzoate degradation;Tryptophan metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R02506"	"cinnamaldehyde:NADP+ oxidoreductase (CoA-cinnamoylating)"	"NADP+[s] + CoA[s] + Cinnamaldehyde[s] <=> NADPH[s] + H+[s] + Cinnamoyl-CoA[s]"	"ec-code/1.2.1.44"	"yHMPu5000035665_Middelhovenomyces_tepae@Seq_3271"	-1000	1000	NA	NA	"kegg.reaction/R02506;kegg.pathway/rn00940;kegg.orthology/K09753;rhea/10623"	"Phenylpropanoid biosynthesis"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R02517"	"3-hydroxyphenylacetate,NADPH:oxygen oxidoreductase (6-hydroxylating)"	"NADPH[s] + Oxygen[s] + H+[s] + 3-Hydroxyphenylacetate[s] <=> H2O[s] + NADP+[s] + Homogentisate[s]"	"ec-code/1.14.13.63"	"Stagonospora_nodorum@Seq_1491"	-1000	1000	NA	NA	"kegg.reaction/R02517;kegg.pathway/rn00643;kegg.orthology/K10438;rhea/22207"	"Styrene degradation"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R02519"	"Homogentisate:oxygen 1,2-oxidoreductase (decyclizing)"	"Oxygen[s] + Homogentisate[s] <=> 4-Maleylacetoacetate[s]"	"ec-code/1.13.11.5"	"Arthrobotrys_oligospora@Seq_2807 or Stagonospora_nodorum@Seq_2194 or Aspergillus_nidulans@Seq_10137"	-1000	1000	NA	NA	"kegg.reaction/R02519;kegg.pathway/rn00350;kegg.pathway/rn00643;kegg.module/M00044;kegg.orthology/K00451;rhea/15452"	"Tyrosine metabolism;Styrene degradation"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R02521"	"4-Hydroxyphenylpyruvate:oxygen oxidoreductase (hydroxylating,decarboxylating)"	"Oxygen[s] + 3-(4-Hydroxyphenyl)pyruvate[s] <=> CO2[s] + Homogentisate[s]"	"ec-code/1.13.11.27"	"Coccidioides_immitis@Seq_1519 or Millerozyma_acaciae@Seq_4071 or yHMPu5000034952_Citeromyces_siamensis@Seq_4669"	-1000	1000	NA	NA	"kegg.reaction/R02521;kegg.pathway/rn00130;kegg.pathway/rn00350;kegg.module/M00044;kegg.orthology/K00457;rhea/16192"	"Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R02527"	"(R)-Lactaldehyde:NAD+ oxidoreductase"	"NAD+[s] + (R)-Lactaldehyde[s] <=> NADH[s] + H+[s] + Methylglyoxal[s]"	"ec-code/1.1.1.78;ec-code/1.1.1.79"	"Stagonospora_nodorum@Seq_4130"	-1000	1000	NA	NA	"kegg.reaction/R02527;kegg.pathway/rn00620;kegg.orthology/K00049;rhea/24531"	"Pyruvate metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R02529"	"aminoacetone:oxygen oxidoreductase(deaminating)"	"H2O[s] + Oxygen[s] + Aminoacetone[s] => Ammonia[s] + Hydrogen peroxide[s] + Methylglyoxal[s]"	"ec-code/1.4.3.4;ec-code/1.4.3.21"	"yHMPu5000035282_Trigonopsis_vinaria@Seq_5166 or Xylona_heveae@Seq_7565 or Fusarium_graminearum@Seq_28 or Fusarium_graminearum@Seq_2075 or Coccidioides_immitis@Seq_2823 or Metschnikowia_dekortum@Seq_4089 or Fusarium_graminearum@Seq_9299"	0	1000	NA	NA	"kegg.reaction/R02529;kegg.pathway/rn00260;kegg.orthology/K00274;kegg.orthology/K00276;rhea/28189"	"Glycine, serine and threonine metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R02532"	"4-[(1R)-2-Amino-1-hydroxyethyl]-1,2-benzenediol:oxygen oxidoreductase(deaminating)(flavin-containing)"	"H2O[s] + Oxygen[s] + L-Noradrenaline[s] <=> Ammonia[s] + Hydrogen peroxide[s] + 3,4-Dihydroxymandelaldehyde[s]"	"ec-code/1.4.3.4"	"yHMPu5000035282_Trigonopsis_vinaria@Seq_5166 or Xylona_heveae@Seq_7565 or Fusarium_graminearum@Seq_28 or Fusarium_graminearum@Seq_2075 or Coccidioides_immitis@Seq_2823"	-1000	1000	NA	NA	"kegg.reaction/R02532;kegg.pathway/rn00350;kegg.orthology/K00274"	"Tyrosine metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R02534"	"S-Adenosyl-L-methionine:catechol O-methyltransferase"	"S-Adenosyl-L-methionine[s] + L-Noradrenaline[s] <=> S-Adenosyl-L-homocysteine[s] + L-Normetanephrine[s]"	"ec-code/2.1.1.6"	"Metschnikowia_santaceciliae@Seq_1206"	-1000	1000	NA	NA	"kegg.reaction/R02534;kegg.pathway/rn00350;kegg.orthology/K00545"	"Tyrosine metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R02542"	"Sphingomyelin ceramide-phosphohydrolase"	"H2O[s] + Sphingomyelin[s] => Choline[s] + Ceramide 1-phosphate[s]"	"ec-code/3.1.4.41"	"Coccidioides_immitis@Seq_8936"	0	1000	NA	NA	"kegg.reaction/R02542;kegg.pathway/rn00600;kegg.orthology/K01123;rhea/20987"	"Sphingolipid metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R02558"	"(R)-Prunasin beta-D-glucohydrolase"	"H2O[s] + Prunasin[s] <=> D-Glucose[s] + Mandelonitrile[s]"	"ec-code/3.2.1.21;ec-code/3.2.1.118"	"yHMPu5000034671_Blastobotrys_peoriensis@Seq_2677 or yHMPu5000034670_Blastobotrys_proliferans@Seq_558 or yHMPu5000034670_Blastobotrys_proliferans@Seq_4000 or yHMPu5000034667_Blastobotrys_serpentis@Seq_284 or Sclerotinia_sclerotiorum@Seq_5697 or Aspergillus_nidulans@Seq_9981 or yHMPu5000034673_Blastobotrys_nivea@Seq_5425 or yHMPu5000034673_Blastobotrys_nivea@Seq_4688 or yHMPu5000034673_Blastobotrys_nivea@Seq_3651 or yHMPu5000034673_Blastobotrys_nivea@Seq_6857 or Metschnikowia_santaceciliae@Seq_5740 or Sclerotinia_sclerotiorum@Seq_8569 or Aspergillus_nidulans@Seq_3040 or Fusarium_graminearum@Seq_4311 or Fusarium_graminearum@Seq_4796 or Stagonospora_nodorum@Seq_11044 or Botrytis_cinerea@Seq_14818 or yHMPu5000034670_Blastobotrys_proliferans@Seq_7210 or Aspergillus_nidulans@Seq_6781 or yHMPu5000035688_Cyberlindnera_xylosilytica@Seq_598 or Arxula_adeninivorans@Seq_4284 or yHMPu5000034671_Blastobotrys_peoriensis@Seq_2058 or yHMPu5000034673_Blastobotrys_nivea@Seq_9625 or yHMPu5000034671_Blastobotrys_peoriensis@Seq_4470 or yHMPu5000034673_Blastobotrys_nivea@Seq_8338 or yHMPu5000034754_Lipomyces_arxii@Seq_2760 or Aspergillus_nidulans@Seq_1082 or yHMPu5000034754_Lipomyces_arxii@Seq_7446 or yHMPu5000034754_Lipomyces_arxii@Seq_4198 or yHMPu5000034673_Blastobotrys_nivea@Seq_5973 or yHMPu5000034648_Candida_restingae@Seq_1137 or yHMPu5000034671_Blastobotrys_peoriensis@Seq_324 or yHMPu5000035688_Cyberlindnera_xylosilytica@Seq_3998 or Metschnikowia_dekortum@Seq_4738 or Yarrowia_deformans@Seq_1172 or Metschnikowia_lockheadii@Seq_4016 or yHMPu5000035045_Barnettozyma_hawaiiensis@Seq_1453 or yHMPu5000034892_Ogataea_pilisensis@Seq_3452 or Stagonospora_nodorum@Seq_7494"	-1000	1000	NA	NA	"kegg.reaction/R02558;kegg.pathway/rn00460;kegg.orthology/K01188;kegg.orthology/K05349;kegg.orthology/K05350;rhea/16492"	"Cyanoamino acid metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R02581"	"(5Z,13E)-(15S)-9alpha,11alpha,15-trihydroxyprosta-5,13-dienoate:NADP+ 9-oxidoreductase;"	"NADP+[s] + Prostaglandin F2alpha[s] <=> NADPH[s] + H+[s] + Prostaglandin E2[s]"	"ec-code/1.1.1.184;ec-code/1.1.1.189"	"Saitoella_complicata@Seq_378"	-1000	1000	NA	NA	"kegg.reaction/R02581;kegg.pathway/rn00590;kegg.orthology/K00079;rhea/24511"	"Arachidonic acid metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R02613"	"Phenethylamine:oxygen oxidoreductase (deaminating)"	"H2O[s] + Oxygen[s] + Phenethylamine[s] <=> Ammonia[s] + Hydrogen peroxide[s] + Phenylacetaldehyde[s]"	"ec-code/1.4.3.4;ec-code/1.4.3.21"	"yHMPu5000035282_Trigonopsis_vinaria@Seq_5166 or Xylona_heveae@Seq_7565 or Fusarium_graminearum@Seq_28 or Fusarium_graminearum@Seq_2075 or Coccidioides_immitis@Seq_2823 or Metschnikowia_dekortum@Seq_4089 or Fusarium_graminearum@Seq_9299"	-1000	1000	NA	NA	"kegg.reaction/R02613;kegg.pathway/rn00360;kegg.orthology/K00274;kegg.orthology/K00276;rhea/25268"	"Phenylalanine metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R02656"	"Gentisate:oxygen 1,2-oxidoreductase (decyclizing)"	"Oxygen[s] + 2,5-Dihydroxybenzoate[s] <=> Maleylpyruvate[s]"	"ec-code/1.13.11.4"	"yHMPu5000035665_Middelhovenomyces_tepae@Seq_2164 or yHMPu5000041829_Debaryomyces_fabryi@Seq_2674"	-1000	1000	NA	NA	"kegg.reaction/R02656;kegg.pathway/rn00350;kegg.orthology/K00450;rhea/18240"	"Tyrosine metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R02657"	""	"Hydrogen peroxide[s] + 2,5-Dihydroxybenzoate[s] <=> H2O[s] + Oxygen[s] + Gentisate aldehyde[s]"	"ec-code/1.2.3.1"	"yHMPu5000034918_Nakazawaea_holstii@Seq_5765"	-1000	1000	NA	NA	"kegg.reaction/R02657;kegg.pathway/rn00350;kegg.orthology/K00157"	"Tyrosine metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R02661"	"2-methylpropanoyl-CoA:(acceptor) 2,3-oxidoreductase"	"Acceptor[s] + 2-Methylpropanoyl-CoA[s] <=> Reduced acceptor[s] + 2-Methylprop-2-enoyl-CoA[s]"	"ec-code/1.3.8.1;ec-code/1.3.8.7;ec-code/1.3.99.12;ec-code/1.3.99.-"	"Geotrichum_candidum@Seq_6125 or Coccidioides_immitis@Seq_301 or Nadsonia_fulvescens_var_elongata@Seq_2140 or Metschnikowia_bicuspidata@Seq_3769 or Stagonospora_nodorum@Seq_3874 or Coccidioides_immitis@Seq_3878 or Stagonospora_nodorum@Seq_11272 or Saitoella_complicata@Seq_2217 or Arthrobotrys_oligospora@Seq_7788"	-1000	1000	NA	NA	"kegg.reaction/R02661;kegg.pathway/rn00280;kegg.orthology/K00248;kegg.orthology/K00249;kegg.orthology/K09478;rhea/31098"	"Valine, leucine and isoleucine degradation"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R02662"	"2-methylpropanoyl-CoA:enzyme N6-(dihydrolipoyl)lysine S-(2-methylpropanoyl)transferase"	"2-Methylpropanoyl-CoA[s] + Enzyme N6-(dihydrolipoyl)lysine[s] <=> CoA[s] + [Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase] S-(2-methylpropanoyl)dihydrolipoyllysine[s]"	"ec-code/2.3.1.168"	"Geotrichum_candidum@Seq_6513"	-1000	1000	NA	NA	"kegg.reaction/R02662;kegg.pathway/rn00280;kegg.orthology/K09699;rhea/18868"	"Valine, leucine and isoleucine degradation"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R02676"	"4-hydroxymandelonitrile hydroxybenzaldehyde-lyase"	"(S)-4-Hydroxymandelonitrile[s] <=> 4-Hydroxybenzaldehyde[s] + Hydrogen cyanide[s]"	"ec-code/4.1.2.11"	"yHMPu5000035641_Yamadazyma_scolyti@Seq_2565 or Lodderomyces_elongisporus@Seq_1671"	-1000	1000	NA	NA	"kegg.reaction/R02676;kegg.pathway/rn00460;kegg.orthology/K08249;rhea/15980"	"Cyanoamino acid metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R02677"	"ADPmannose sugarphosphohydrolase"	"H2O[s] + ADP-mannose[s] => AMP[s] + D-Mannose 1-phosphate[s]"	"ec-code/3.6.1.21"	"Aspergillus_nidulans@Seq_3330"	0	1000	NA	NA	"kegg.reaction/R02677;kegg.pathway/rn00051;kegg.orthology/K18447"	"Fructose and mannose metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
